"Saas Biotechnology And Nuclear Technology Research Institute四川省农业科学院生物技术核技术研究所Chengdu Yinong Agricultural Technology Co., Ltd.",0,0,0,0,1,0,0,0,0,0,0,0
"Saas Biotechnology And Nuclear Technology Research Institute四川省农业科学院生物技术核技术研究所Chengdu Yinong Agriculture Technology Co., Ltd.",0,0,0,0,0,0,1,0,0,0,0,0
Sanya Nanfan Research Institute Of Hainan University海南大学三亚南繁研究院Sanya Research Institute Of Hainan University,0,0,0,0,0,0,0,0,0,0,3,2
Sanya Research Institute Of Hainan Academy Of Agricultural Sciences (Hainan Experimental Animal Research Center)海南省农业科学院三亚研究院（海南省实验动物研究中心）Shenzhen Customs Animal And Plant Inspection And Quarantine Technology Center深圳海关动植物检验检疫技术中心Shenzhen Academy Of Inspection And Quarantine,0,0,0,0,0,0,0,0,0,0,0,1
Sanya Research Institute Of Henan University河南大学三亚研究院Henan University,0,0,0,0,0,0,0,0,0,0,2,0
"Sanya Research Institute, Chinese Academy Of Tropical Agricultural Sciences中国热带农业科学院三亚研究院Grain Research Institute, Hebei Academy Of Agriculture And Forestry Sciences",0,0,0,0,0,0,0,0,0,0,1,0
"Sanya Research Institute, Chinese Academy Of Tropical Agricultural Sciences中国热带农业科学院三亚研究院Shandong Shunfeng Biotechnology Co., Ltd.",0,0,0,0,0,0,0,0,2,0,0,0
Shandong Agricultural University,0,0,0,0,0,0,0,0,2,2,1,2
Shandong Agriculture University,0,0,0,0,0,0,0,0,1,0,0,0
Shandong Crop Germplasm Center,0,0,0,0,0,0,1,0,0,0,0,0
"Shandong Jiurui Agricultural Group Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,1
Shandong Normal University,0,0,0,0,0,0,0,0,0,0,2,0
Shandong Rice Research Institute,0,0,0,0,0,1,0,0,0,0,0,0
Shandong University,0,0,0,0,0,0,0,0,0,2,1,0
"Shandong Yantai Agricultural Sci & Tech Institute (Yantai Branch Of Shandong Academy Of Agricultural Sciences)山东省烟台市农业科学研究院（山东省农业科学院烟台市分院）Yantai Xugeng Agricultural Technology Co., Ltd.",0,0,0,0,0,0,0,0,0,0,1,0
Shanghai Academy Of Agricultural Sciences,0,0,0,1,1,0,0,0,0,1,0,0
Shanghai Agrobiological Gene Center,0,0,0,0,1,0,1,0,0,0,0,0
"Shanghai Customs Animal, Plant And Food Inspection And Quarantine Technology Center",0,0,0,0,0,0,0,1,1,6,0,1
"Shanghai Customs Animal, Plant And Food Inspection And Quarantine Technology Center上海海关动植物与食品检验检疫技术中心Shanghai Tech University",0,0,0,0,0,0,0,0,0,1,0,0
"Shanghai Institutes For Biological Sciences, Chinese Academy Of Sciences",0,0,0,0,1,0,0,0,0,0,0,0
Shanghai Jiao Tong University,0,0,0,2,2,1,1,0,0,0,2,0
Shanghai Jiaotong University School Of Medicine上海交通大学医学院Cas Center For Excellence In Molecular Plant Sciences,0,0,0,0,0,0,0,0,0,0,1,0
Shanghai Normal University,0,0,0,0,0,0,0,0,2,0,0,0
"Shanghai Normal University上海师范大学Shanghai Tolo Biotechnology Co., Ltd.上海吐露港生物科技有限公司Shanghai Customs Animal, Plant And Food Inspection And Quarantine Technology Center",0,0,0,0,0,0,0,0,0,0,0,1
Shanghai Traffic University,0,0,0,0,0,0,0,0,1,0,0,0
Shanghai University,0,0,0,0,2,0,0,0,0,0,1,0
Shanxi University,0,0,0,0,0,0,0,0,0,1,0,0
"Shengyan Private Life Technology (Shanghai) Co., Ltd.圣言私密生命科技（上海）",0,0,0,0,0,0,0,0,0,0,1,0
Shenyang Agricultural University,0,0,0,0,0,0,0,0,1,2,2,3
Shenzhen Agricultural Genome Institute Of Chinese Academy Of Agricultural Sciences (Lingnan Modern Agriculture Science And Technology Guangdong Province Shenzhen Branch Center)中国农业科学院深圳农业基因组研究所（岭南现代农业科学与技术广东省实验室深圳分中心）,0,0,0,0,0,0,0,0,0,0,1,0
Shenzhen Bgi Agriculture Application Research Institute,0,0,0,0,0,0,0,0,0,0,1,0
Shenzhen Customs Animal And Plant Inspection And Quarantine Technology Center,0,0,0,0,0,0,0,0,0,1,1,2
Shenzhen University,0,0,0,0,0,0,1,0,0,0,0,1
Sichuan Agricultural University,0,0,0,0,2,2,0,0,0,1,0,1
"Sichuan Agricultural University四川农业大学Chengdu Chuannongniu Technology Co., Ltd.",0,0,0,0,0,0,0,0,0,1,0,0
Sinobioway Bio Agriculture Group Co Ltd未名生物农业集团有限公司Pioneer Overseas Corp,0,0,0,0,0,1,0,0,0,0,0,0
"Sinobioway Bio Agriculture Group Co., Ltd.未名生物农业集团有限公司Pioneer Overseas Corp.",0,0,0,0,1,0,0,0,0,0,0,0
Sinobioway Bio-Agriculture Group Co. Ltd.未名生物农业集团有限公司Pioneer Overseas Corporation,0,0,0,1,0,0,0,0,0,0,0,0
"Sinobioway Bioagriculture Group Co., Ltd.未名生物农业集团有限公司Pioneer Overseas Corporation",0,0,0,0,0,1,0,0,0,0,0,0
South China Agricultural University,0,0,1,0,1,3,4,2,5,12,2,3
"South China Agricultural University华南农业大学Biotechnology Research Institute, Caas",0,0,0,0,0,0,1,0,0,0,0,0
South China Agriculture University华南农业大学Biotechnology Research Institute Of Chinese Academy Of Agricultural Sciences,0,0,0,0,0,0,0,0,0,1,0,0
"South China Agriculture University华南农业大学Guangdong Yongshun Biopharmaceutical Co., Ltd.",0,0,0,0,0,0,0,0,0,1,0,0
"South China Botanical Garden, Chinese Academy Of Sciences",0,0,0,0,0,0,0,1,0,1,0,0
South China Normal University华南师范大学Cas Center For Excellence In Molecular Plant Sciences,0,0,0,0,0,0,0,0,1,0,0,0
South China Plant Garden Of Chinese Academy Of Sciences,0,0,0,0,0,0,0,0,0,1,0,0
Southern University Of Science And Technology,0,0,0,0,0,0,0,0,0,1,0,0
Southwest University,0,0,0,0,1,0,2,1,0,1,1,1
"Southwest University西南大学Guangxi Tianyang Jiadele Agricultural Development Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,1
Sun Yat-Sen University,0,0,0,0,0,0,0,0,0,0,0,1
"Suzhou Jinxin Biotechnology Co., Ltd.",0,0,0,0,0,0,1,0,0,0,0,0
Suzhou Qi Biodesign Biotechnology Company Limited,0,0,0,0,0,0,0,0,1,0,0,0
Suzhou Qi Biodesign Biotechnology Company Ltd,0,0,0,0,0,0,0,0,1,0,0,0
"Syngenta Biotechnology (China) Co., Ltd.先正达生物科技（中国）有限公司Syngenta Participation Ag",0,0,0,0,0,0,1,0,0,0,0,0
Syngenta Crop Protection Ag,0,0,0,0,0,0,0,0,0,1,1,0
"Tea Research Institute, Chinese Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,0,1,0,0
"The Broad Institute, Inc.",0,0,0,0,0,0,1,0,0,0,0,0
"The Broad Institute, Inc.Massachusetts Institute Of Technologyregents Of The University Of Minnesotapresident And Fellows Of Harvard College",0,0,0,0,1,0,0,0,0,0,0,0
The Penn State Research Foundation,0,1,0,0,0,0,0,0,0,0,1,0
The Regents Of The University Of California,0,0,1,1,0,0,0,0,2,0,1,0
Tianjin Academy Of Agricultural Sciences,0,0,0,0,0,0,0,0,1,0,0,0
"Tianjin Genovo Bio Technology Co., Ltd.",0,0,0,0,0,0,1,0,0,0,0,0
Tianjin University,0,0,0,0,0,0,0,0,0,0,0,1
Tianjin University Of Science & Technology,0,0,0,0,0,0,0,0,0,0,0,1
Tobacco Research Institute Of Chinese Academy Of Agricultural Sciences,0,0,0,1,0,0,0,0,0,0,0,0
Tokyo Univ Of Agriculture,0,0,0,0,0,0,0,0,1,0,0,0
Toolgen Inc,1,0,0,0,0,0,0,0,1,0,0,0
Toolgen Incorporated,0,0,0,0,0,0,0,0,2,0,0,0
Toolgen Incツールゲン　インコーポレイテッド,0,0,0,0,0,0,0,0,0,0,0,1
Tropical Biotechnology Research Institute Of Chinese Tropical Agricultural Sciences,0,0,0,0,0,0,0,0,1,0,0,0
Tsinghua University,0,0,0,1,0,0,0,0,0,0,0,0
Uestc,0,0,0,0,0,0,0,0,0,1,1,0
Univ California,0,0,0,1,0,0,0,0,1,0,0,0
Univ Dresden Tech,0,0,0,0,0,0,0,0,0,0,1,0
Univ King Abdullah Sci & Tech,0,0,0,1,0,0,0,0,0,0,0,0
Univ Maryland,0,0,0,0,0,0,0,0,1,0,0,0
Univ Minnesota,0,1,0,0,0,0,0,0,0,0,0,0
Univ Nanjing Agricultural,0,0,0,0,0,1,0,0,0,0,0,0
Univ Oxford Innovation Ltd,0,0,0,0,0,0,0,0,1,0,0,0
Univ Ramot,0,0,0,0,0,0,0,0,0,0,1,0
University Of Electronic Science And Technology Of China,0,0,0,1,1,0,1,0,1,0,1,0
"University Of Florida Research Foundation, Inc.University Of Florida Research Foundation, Incorporated",0,0,0,0,0,0,1,0,0,0,0,0
"University Of Florida Research Foundation, Incorporated",0,0,0,0,0,0,0,0,0,0,1,1
"University Of Maryland, College Park",0,0,0,0,0,0,0,1,1,0,0,0
University Of Science & Technology Beijing,0,0,0,0,0,0,0,0,6,0,0,0
University Of Science And Technology Of China,0,0,0,0,0,1,0,0,0,0,1,0
University Of Washington,0,0,0,0,1,0,0,0,0,0,0,0
University-Industry Cooperation Group Of Kyung Hee Universityresearch & Business Foundation Sungkyunkwan University,0,0,0,0,0,0,0,0,0,0,0,1
"Unnamed Bio-Agricultural Group Co., Ltd未名生物农业集团有限公司Pioneer Overseas Company",0,0,0,0,0,0,1,0,0,0,0,0
Vegetable Res Institute Guangdong Academy Of Agricultural Sciencesinst Of Facility Agriculture Guangdong Academy Of Agricultural Sciences,0,0,0,0,0,0,0,0,0,0,1,0
Vegetable Research Institute Of Guangdong Academy Of Agriculture Sciences,0,0,0,0,0,0,0,0,0,0,1,0
"Vegetable Research Institute Of Guangdong Academy Of Agriculture Sciences广东省农业科学院蔬菜研究所Facility Agriculture Research Institute, Guangdong Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,0,1,0,0
Vegetable Research Institute Of Shanxi Academy Of Agriculture Sciences,0,0,0,1,0,0,0,0,0,0,0,0
Vilmorin & Cie,0,0,0,0,0,2,0,0,0,0,0,0
"Weiming Xingwang System Crop Design Frontier Laboratory (Beijing) Co., Ltd.未名兴旺系统作物设计前沿实验室（北京）",0,0,0,0,1,0,0,0,0,0,0,0
West (Chongqing) Science City Germplasm Creation And System Big Science Center西部（重庆）,0,0,0,0,0,0,0,0,0,0,1,2
West (Chongqing) Science City Germplasm Creation And System Big Science Center西部（重庆）科学城种质创制大科学中心Chinese People'S Liberation Army Army Specialized Medical Center,0,0,0,0,0,0,0,0,2,0,0,0
West (Chongqing) Science City Germplasm Creation And System Big Science Center西部（重庆）科学城种质创制大科学中心Southwest University,0,0,0,0,0,0,0,0,0,0,1,1
Western (Chongqing) Science City Germplasm Creation Science Center西部（重庆）科学城种质创制大科学中心Chinese People'S Liberation Army Army Specialized Medical Center,0,0,0,0,0,0,0,0,2,0,0,0
Wuhan Academy Of Agricultural Sciences,0,0,0,0,0,1,0,0,0,0,0,0
"Wuhan Academy Of Agricultural Sciences武汉市农业科学院Hainan Sanya Crop Breeding Experimental Center, Xinjiang Academy Of Agricultural Sciences新疆农业科学院海南三亚农作物育种试验中心Hamimelon Research Center, Xinjiang Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,0,0,1,0
"Wuhan Aidijing Biotechnology Co., Ltd.",0,0,0,0,0,0,0,0,0,1,0,0
Wuhan Biological Engineering College,0,0,0,0,0,0,0,0,1,0,0,0
"Wuhan Botanical Garden, Chinese Academy Of Sciences",0,0,0,0,1,0,0,0,0,0,0,0
Wuhan University,0,0,0,0,0,0,0,0,1,0,0,0
"Wuhan University武汉大学Yuan Longping High-Tech Agriculture Co., Ltd.袁隆平农业高科技股份有限公司Wuhan Hetaiqing Biotechnology Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,1
"Wuhan Yikang Gene Technology Co., Ltd.",0,0,0,0,0,0,0,0,1,0,0,0
"Wuzhong City Hongsibao District Tianyuan Agriculture And Animal Husbandry Technology Development Co., Ltd.",0,0,0,0,0,0,1,0,0,0,0,0
Xinjiang University新疆大学Jing Siqun,0,0,0,0,1,0,0,0,0,0,0,0
Xinyang College Of Agriculture And Forestry,0,0,0,0,0,0,0,0,1,0,0,0
Xinyang Normal University,0,0,0,0,0,0,0,0,0,0,0,2
Yang Caixia,0,0,0,0,0,0,0,0,0,0,1,0
Yangtze Normal University,0,0,0,0,0,0,0,0,0,0,1,0
Yangzhou University,0,0,0,0,0,0,1,1,1,2,3,1
Yellow River Conservancy Technical Institute,0,0,0,0,0,0,0,0,0,0,0,1
Yichun University,0,0,0,0,0,2,0,0,0,1,0,0
"Yuan Longping High-Tech Agriculture Co., Ltd.袁隆平农业高科技股份有限公司Hunan Yahua Academy Of Seed Sciences湖南亚华种业科学研究院Hunan Longping Hi-Tech Seed Science And Technology Institute Co., Ltd.",0,0,0,0,0,0,1,1,0,0,0,0
Yunnan Academy Of Tobacco Agriculture Science,0,0,0,0,0,0,0,0,3,0,0,0
Yunnan Agricultural University,0,0,0,0,0,0,0,0,2,0,2,0
Yunnan Institute Of Tobacco Agriculture Science,0,0,0,0,1,3,3,0,0,0,0,0
"Yunnan Nabo Biological Technology Co., Ltd.",0,0,0,1,0,0,0,0,0,0,0,0
"Yunnan Normal University云南师范大学Yunnan Yingmao Modern Agriculture Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,1
Yuxi Normal University,0,0,0,0,0,0,0,0,0,0,1,0
Zhejiang A&F University,0,0,0,0,0,0,1,0,0,1,0,1
Zhejiang Academy Of Agricultural Sciences,0,0,0,0,1,0,0,0,0,0,0,1
Zhejiang Academy Of Agricultural Sciences浙江省农业科学院Huzhou Academy Of Agricultural Sciences,0,0,0,0,0,0,0,1,0,0,0,0
"Zhejiang Meizhiao Seed Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,1
Zhejiang Normal University,0,0,0,0,0,0,0,1,1,0,0,0
Zhejiang University,0,0,0,2,1,2,3,6,2,1,3,4
Zhejiang University Hangzhou International Science And Technology Innovation Center,0,0,0,0,0,0,0,0,0,1,0,0
"Zhejiang University浙江大学Zhejiang Zhijiang Seeds Co., Ltd.",0,0,0,1,0,0,0,0,0,0,0,0
Zhejiang Wanli University,0,0,0,0,0,1,0,0,0,0,0,0
Zhejiang Wanli University浙江万里学院Ningbo Academy Of Agricultural Science宁波市农业科学研究院Zhejiang Academy Of Agricultural Sciences,0,0,0,0,0,0,0,1,0,0,0,0
Zhengzhou Tobacco Research Institute Of Cntc,0,0,0,0,0,0,0,0,0,0,1,0
Zhengzhou Tobacco Research Institute Of Cntc中国烟草总公司郑州烟草研究院Henan University,0,0,0,0,1,0,0,0,0,0,0,0
Zhengzhou University,0,0,0,0,0,0,0,1,1,0,0,0
"Zhenjiang Agricultural Science Institute, Jiangsu Hilly Areas",0,0,0,0,0,0,1,0,0,0,0,0
Zhongkai University Of Agriculture And Engineering,0,0,0,0,0,0,0,0,0,1,0,0
"Дзе Брод Инститьют Инк. (Us)Массачусетс Инститьют Оф Текнолоджи (Us)Президент Энд Феллоуз Оф Гарвард Колледж (Us)Рутгерс, Дзе Стейт Юниверсити Оф Нью Джерси (Us)Автономная Некоммерческая Образовательная Организация Высшего Образования ""Сколковский Институт Науки И Технологий"" (Ru)Дзе Юнайтед Стейтс Оф Эмерика, Эз Репрезентед Бай, Дзе Секретэри Дипартмент Оф Хелт Энд Хьюман Сервисиз (Us)Кунин, Юджин (Us)Чжан, Фэн (Us)Вольф, Юрий, И. (Us)Шмаков Сергей (Ru)Северинов, Константин (Us)Семенова, Екатерина (Us)Минахин, Леонид (Us)Макарова, Кира, С. (Us)Конерманн, Сильвана (Ch)Джунг, Джулия (Us)Гутенберг, Джонатан, С. (Us)Абудайех, Омар, О. (Us)",0,0,0,2,0,0,0,0,0,0,0,0
"Пайонир Хай-Бред Интернэшнл, Инк. (Us)",0,0,0,0,0,0,0,1,0,0,0,0
"Федеральное Государственное Научное Учреждение ""Всероссийский Научно-Исследовательский Институт Сельскохозяйственной Биотехнологии"" (Фгбну Вниисб) (Ru)",0,0,0,0,0,0,0,0,0,1,0,0
경상국립대학교산학협력단Industry-Academic Cooperation Foundation Gyeongsang National University,0,0,0,0,0,0,0,0,3,1,0,0
경희대학교 산학협력단University-Industry Cooperation Group Of Kyung Hee University,0,0,0,0,0,0,0,1,0,0,0,0
대한민국(농촌진흥청장)Republic Of Korea(Management : Rural Development Administration),0,0,0,0,0,0,0,1,2,0,0,0
대한민국(농촌진흥청장)대한민국(농림축산식품부 농림축산검역본부장)Republic Of Korea(Management : Rural Development Administration)Republic Of Korea(Animal And Plant Quarantine Agency),0,0,0,0,0,0,0,0,0,4,0,0
명지대학교 산학협력단Myongji University Industry And Academia Cooperation Foundation가톨릭대학교 산학협력단The Catholic University Of Korea Industry-Academic Cooperation Foundation,0,0,0,0,0,0,0,1,0,0,1,0
서울대학교산학협력단(주)지플러스 생명과학Seoul National University R Amp;Db Foundationg-Flas Life Sciences,0,0,0,0,1,0,0,0,0,0,0,0
서울대학교산학협력단Seoul National University R&Db Foundation,0,0,0,0,0,0,0,0,1,1,0,0
서울대학교산학협력단대한민국(농촌진흥청장)Seoul National University R&Db Foundationrepublic Of Korea(Management : Rural Development Administration),0,0,0,0,0,0,0,1,0,0,0,0
"주식회사 엘지화학Lg Chem, Ltd.",0,0,0,0,0,0,0,0,1,0,0,0
주식회사 케이티앤지Kt & G Corporation,0,0,0,0,0,0,1,1,0,0,0,0
주식회사 툴젠,0,0,0,0,0,0,0,1,0,0,0,0
한경대학교 산학협력단Hankyong Industry Academic Cooperation Center,0,0,0,0,1,0,0,0,2,0,0,0
"한경대학교 산학협력단주식회사클론Hankyong Industry Academic Cooperation Centerclone Co., Ltd.",0,0,0,0,0,0,0,1,0,0,0,0
한국생명공학연구원Korea Research Institute Of Bioscience And Biotechnology,0,0,0,0,0,1,0,0,0,0,0,0
한양대학교 산학협력단서울대학교산학협력단Iucf-Hyu (Industry-University Cooperation Foundation Hanyang University)Seoul National University R&Db Foundation,0,0,0,0,0,0,0,1,0,0,0,0
