Application Id,Application Number,Office,Application Date,Publication Number,Publication Date,Publication Kind,IPC,CPC,Applicants,Inventors,Priority Data,Title,Designated States,Abstract,Agents,Grant Number,Grant Date,Related Patent Documents
CN399619894,202210944170.X,China,05.08.2022,116200411,02.06.2023,B,"C12N 15/55
					






C12N 15/84
					






A01H 5/10
					






A01H 5/02
					






A01H 5/00
					






A01H 6/46
					






View more classifications
							






C12N 15/55
					






C12N 15/84
					






A01H 5/10
					






A01H 5/02
					






A01H 5/00
					






A01H 6/46
					






A01H 6/82
					






View less classifications","C12N 9/16
					






C12N 15/8273
					






C12N 15/8205
					






C12N 15/8287
					






C12N 15/8243
					






C12Y 301/03016
					






View more classifications
							






C12N 9/16
					






C12N 15/8273
					






C12N 15/8205
					






C12N 15/8287
					






C12N 15/8243
					






C12Y 301/03016
					






Y02A 40/146
					






View less classifications",LANZHOU UNIVERSITY兰州大学,HOU SUIWEN侯岁稳QIN QIANQIAN秦倩倩SAVIRA JADUN萨维拉贾敦SHI WEIQIANG石伟强YAN LONGFENG闫龙凤CHEN LIANG陈亮,,(EN) Rice salt-tolerant genes OsINH2 and OsIN3 and application thereof(ZH) 水稻耐盐基因OsINH2和OsINH3及其应用,,"(EN) The invention provides rice salt-tolerant genes OsINH2 and OsIN3 and application of the rice salt-tolerant genes OsINH2 and OsIN3 When the stress-resistant gene is excavated, the rice mutant after the CRISPR-Cas knockout of the two genes is sensitive to salt, and the over-expressed strain not only has high survival rate under the stress of salt, but also is not obviously inhibited in growth. Based on the phenotypic results, it is believed that research on the OsINH2 and OsIN3 genes plays a positive role in improving salt resistance and stress resistance of rice and expanding a stress resistance gene pool. The further research finds that the OsINH2 and OsIN3 genes also have the functions of regulating the plant fertility, regulating the plant pollen viability and removing reactive oxygen species (ROS).(ZH) 本发明提供了水稻耐盐基因OsINH2和OsINH3及其应用。在挖掘抗逆基因时，发现CRISPR‑Cas敲除这两个基因后的水稻突变体对盐敏感，而超表达的株系在盐胁迫下不仅存活高，且生长也未受到明显抑制。基于这些表型结果，我们认为通过对OsINH2和OsINH3基因研究对与改良水稻抗盐抗逆、扩充抗逆基因库有积极作用。进一步研究发现OsINH2和OsINH3基因在调节植物育性、调节植物花粉活力、清除活性氧(ROS)中也具有功能。",厦门原创专利事务所(普通合伙) 35101,116200411,13.08.2024,
CN205780970,201710251009,China,18.04.2017,107298701,27.10.2017,B,"C07K 14/415
					






C12N 15/29
					






C12N 15/82
					






A01H 5/10
					






A01H 6/46
					








C07K 14/415
					






C12N 15/29
					






C12N 15/82
					






A01H 5/10
					






A01H 6/46
					






View less classifications","C07K 14/415
					






C12N 15/8251
					






C12N 15/8253
					






C12N 15/8254
					








C07K 14/415
					






C12N 15/8251
					






C12N 15/8253
					






C12N 15/8254
					






View less classifications",SHANGHAI UNIVERSITY上海大学,SONG RENTAO宋任涛LI CHAOBIN李朝斌QI WEIWEI祁巍巍ZHU CHENGUANG朱晨光,,(EN) Zea mays transcription factor ZmbZIP22 and application thereof(ZH) 玉米转录因子ZmbZIP22及其应用,,"(EN) The invention relates to an application of a Zea mays grain transcription factor in the aspect of regulation and control of alcohal-soluble proteins. The factor comprises a base sequence shown in SEQ ID NO: 1. The protein ZmbZIP22 encoded by the sequence can be directly bonded to a 27kDa gamma-gliadin promoter and activate the 27kDa gamma-gliadin promoter. Gene-deficient mutant plants are obtained through carrying out Zea mays immature-embryo conversion by taking a gene fragment, shown in SEQ ID NO: 2, of ZmbZIP22 as a guide RNA by using a CRISPR-Cas9 technology. Compared with wild type grains, transgenic mutants have Zea mays grains with irregular and relative-thin protein body shells, the content of alcohal-soluble proteins in mature grains is remarkably lowered, the content of essential amino acids such as lysine, which are deficient to the conventional Zea mays, in the mature grains is remarkably increased, and thus, the nutritional quality of Zea mays is improved.(ZH) 本发明涉及一个玉米籽粒转录因子在调控醇溶蛋白方面的应用。该基因为SEQ ID NO：1所示的碱基序列。该序列编码的蛋白ZmbZIP22可直接结合并激活27kDa γ‑醇溶蛋白启动子。利用CRISPR‑Cas9技术将ZmbZIP22的基因片段SEQ ID NO：2作为guide RNA进行转化玉米幼胚，并获得基因缺失突变体的植株。相对野生型籽粒而言，转基因突变体玉米籽粒出现不规则且较薄的蛋白体外壳，成熟籽粒的醇溶蛋白含量显著下降，常规玉米缺乏的赖氨酸等必需氨基酸含量显著上升，从而提高了玉米的营养品质。",上海上大专利事务所(普通合伙) 31205,107298701,30.10.2020,
CN345600902,202110764143,China,06.07.2021,113736792,03.12.2021,B,"C12N 15/29
					






C12N 15/82
					






C07K 14/415
					






A01H 5/00
					






A01H 6/54
					








C12N 15/29
					






C12N 15/82
					






C07K 14/415
					






A01H 5/00
					






A01H 6/54
					






View less classifications","C07K 14/415
					






C12N 15/8269
					






Y02A 40/146
					








C07K 14/415
					






C12N 15/8269
					






Y02A 40/146
					






View less classifications","NORTHEAST INSTITUTE OF GEOGRAPHY AND AGROECOLOGY, CHINESE ACADEMY OF SCIENCES中国科学院东北地理与农业生态研究所",YU HUI于慧FENG XIANZHONG冯献忠YANG SUXIN杨素欣WANG QIUSHI王秋实ZHANG ZHIRUI张芷睿YANG XINJING杨欣晶,,(EN) Mutant of soybean GmTic110 gene and application of mutant(ZH) 大豆GmTic110基因的突变体及其应用,,"(EN) The invention relates to the technical field of gene engineering, in particular to a mutant of a soybean GmTic110 gene and application of the mutant. Researches show that mutation of the GmTic110 gene of a soybean-encoded chloroplast membrane protein leads to reduction of chlorophyll synthesis of the mutant and abnormal chloroplast development, and photosynthesis of plants is affected. A CRISPR/Cas9 system is used for carrying out GmTic110 gene knockout on a wild type, and an obtained stable knockout transgenic line shows a yellow leaf color and is consistent with the phenotype of the mutant. Gene resources are provided for soybean chloroplast engineering research, soybean chloroplast development can be directionally modified through the GmTIC110 protein, the photosynthesis of soybeans is improved, germplasm resources are provided for high-photosynthetic-efficiency soybean variety cultivation, and wide application prospects are achieved.(ZH) 本发明涉及基因工程技术领域，尤其涉及大豆GmTic110基因的突变体及其应用。本发明研究表明，大豆编码叶绿体膜蛋白的GmTic110基因突变，导致突变体叶绿素合成下降，叶绿体发育异常，影响了植株的光合作用。利用CRISPR/Cas9系统对野生型进行GmTic110基因的敲除，获得稳定的敲除转基因株系表现叶色黄化，与突变体表型一致。本发明为大豆叶绿体工程研究提供基因资源，可通过GmTIC110蛋白定向改造大豆叶绿体发育，提高大豆的光合作用，为高光效大豆品种培育提供种质资源，具有广阔的应用前景。",北京集佳知识产权代理有限公司 11227,113736792,25.07.2023,
CN345615617,202010493438,China,01.06.2020,113755520,07.12.2021,B,"C12N 15/84
					






C12N 15/66
					






C12N 1/21
					






A01H 5/00
					






A01H 6/00
					






C12R 1/01
					








C12N 15/84
					






C12N 15/66
					






C12N 1/21
					






A01H 5/00
					






A01H 6/00
					






C12R 1/01
					






View less classifications","C12N 15/8218
					






C12N 15/8205
					






C12N 15/8261
					






C12N 15/66
					








C12N 15/8218
					






C12N 15/8205
					






C12N 15/8261
					






C12N 15/66
					






View less classifications","INSTITUTE OF FRUIT TREE RESEARCH, GUANGDONG ACADEMY OF AGRICULTURAL SCIENCES广东省农业科学院果树研究所",YANG QIAOSONG杨乔松SHAO XIUHONG邵秀红YI GANJUN易干军HU CHUNHUA胡春华,,(EN) Semi-dwarf banana gene editing vector as well as construction method and application thereof(ZH) 半矮化香蕉基因编辑载体及其构建方法和应用,,"(EN) The invention provides a banana GA20ox2 gene editing vector based on CRISPR/Cas9 as well as a construction method and application thereof. The method which comprises designing a gene editing target site and a primer thereof according to a sequence of a banana gene, and constructing a reasonable sgRNA expression cassette in combination with a specific amplification program when the banana GA20ox2 gene editing vector is constructed. The invention provides an effective and stable editing method for directionally mutating the banana GA20ox2 gene, so that the expression of the banana GA20ox2 gene is deleted or weakened. The height of banana plants is reduced, the lodging resistance of bananas can be improved, and the influence of severe weather such as typhoon on a banana plantation is relieved.(ZH) 本发明提供了一种基于CRISPR/Cas9的香蕉GA20ox2基因编辑载体及其构建方法和应用，针对香蕉基因的序列，设计基因编辑靶位点及其引物，以及在构建香蕉GA20ox2基因编辑载体时结合特定的扩增程序，构建得到合理的sgRNA表达框，提供了一种有效且稳定的定向突变香蕉GA20ox2基因的编辑方法，从而使得香蕉GA20ox2基因的表达缺失或减弱。降低了香蕉植株的高度，可以提高香蕉抗倒伏的能力，减轻台风等恶劣天气对香蕉种植园的影响。",广州海藻专利代理事务所(普通合伙) 44386,113755520,23.06.2023,
,,,,,,,,,,,,,,,,,,
CN205487064,201710467169,China,20.06.2017,107266541,20.10.2017,B,"C07K 14/415
					






C12N 15/82
					






C12N 9/22
					






A01H 5/10
					






A01H 6/46
					








C07K 14/415
					






C12N 15/82
					






C12N 9/22
					






A01H 5/10
					






A01H 6/46
					






View less classifications","C12N 9/22
					






C12N 15/8213
					






C12N 15/8245
					






C12N 15/8247
					






C12N 15/8251
					






C12N 15/8261
					






View more classifications
							






C12N 9/22
					






C12N 15/8213
					






C12N 15/8245
					






C12N 15/8247
					






C12N 15/8251
					






C12N 15/8261
					






C07K 14/415
					






View less classifications",SHANGHAI UNIVERSITY上海大学,SONG RENTAO宋任涛FENG FAN冯帆QI WEIWEI祁巍巍ZHU CHENGUANG朱晨光,,(EN) Corn transcription factor ZmbHLH167 and application thereof(ZH) 玉米转录因子ZmbHLH167及其应用,,"(EN) The invention relates to a corn transcription factor ZmbHLH167 and an application of the corn transcription factor ZmbHLH167. A base sequence of the gene is shown as SEQ ID NO (sequence identifier number): 1. A corn immature embryo is transformed by taking a gene segment SEQ ID NO: 2 of the sequential coding protein ZmbHLH167 as guide RNA (ribonucleic acid) by use of a CRISPR (clustered regularly interspaced short palindromic repeats)-Cas9 technology, and a plant of a gene deletion mutant is obtained. Compared with a wild seed, a corn seed of the genetically modified mutant is smaller significantly, but a germination rate is not influenced. Biochemical analysis shows that a starch content of the corn seed of the genetically modified mutant is decreased obviously, a content of protein and total oil and fat is significantly increased, and a genetic resource is provided for creating high quality corn.(ZH) 本发明涉及玉米转录因子ZmbHLH167及其应用。该基因为SEQ ID NO：1所示的碱基序列。该序列编码的蛋白ZmbHLH167通过利用CRISPR‑Cas9技术将ZmbHLH167的基因片段SEQ ID NO：2作为guide RNA进行转化玉米幼胚，并获得基因缺失突变体的植株。相对野生型籽粒而言，转基因突变体玉米籽粒显著变小但发芽率并未受到影响。生化分析表明，转基因突变体玉米籽粒的淀粉含量明显下降，而蛋白和总油脂含量显著上升，为创造高品质玉米提供遗传资源。",上海上大专利事务所(普通合伙) 31205,107266541,04.06.2021,
CN429428982,202410410660,China,08.04.2024,118006673,10.05.2024,B,"C12N 15/82
					






C07K 14/415
					






C12N 15/29
					






A01H 5/10
					






A01H 6/46
					








C12N 15/82
					






C07K 14/415
					






C12N 15/29
					






A01H 5/10
					






A01H 6/46
					






View less classifications","C12N 15/8247
					






C12N 15/8251
					






C12N 15/8218
					






C12N 15/8253
					






C12N 15/8243
					






C07K 14/415
					








C12N 15/8247
					






C12N 15/8251
					






C12N 15/8218
					






C12N 15/8253
					






C12N 15/8243
					






C07K 14/415
					






View less classifications",SANYA NANFAN RESEARCH INSTITUTE OF HAINAN UNIVERSITY海南大学三亚南繁研究院SANYA RESEARCH INSTITUTE OF HAINAN UNIVERSITY海南大学三亚研究院,FANG CHUANYING房传营CHENG YAN程妍LI KANG李康YU JINGYAO于晶瑶,,(EN) Application of OsOPCL1 gene in regulating and controlling nutrient content of polished rice(ZH) OsOPCL1基因在调控水稻精米营养物质含量的应用,,"(EN) The invention relates to the technical field of gene engineering, in particular to application of an OsOPCL1 gene in regulating and controlling the nutrient content of polished rice. The sequence of a CDS region of the OsOPCL1 gene is as shown in SEQ ID NO. 1 in a sequence table; the amino acid sequence of the coded protein is shown as SEQ ID NO. 2 in the sequence table. According to the knockout, the OsOPCL1 gene is knocked out in a targeted mode through a CRISPR/Cas9 method, and a knockout mutant plant is obtained. The method has the advantages that accumulation of lipids, amino acids and vitamins in polished rice is improved by constructing the knockout vector and the osopcl1 knockout mutant, and an important resource is provided for genetic improvement of rice lipid nutrition.(ZH) 本发明涉及基因工程技术领域，尤其涉及一种OsOPCL1基因在调控水稻精米营养物质含量的应用。OsOPCL1基因的CDS区序列如序列表SEQIDNO.1所示；编码的蛋白质的氨基酸序列如序列表SEQIDNO.2所示。敲除是通过CRISPR/Cas9方法靶向敲除所述OsOPCL1基因，获得敲除突变体植株。优点在于：通过构建敲除载体、构建osopcl1敲除突变体提高精米中脂质、氨基酸及维生素积累，为水稻脂质营养遗传改良提供重要资源。",长春中科长光知识产权代理事务所(普通合伙) 22218,118006673,16.07.2024,
CN437950500,202410975259,China,19.07.2024,118497225,16.08.2024,B,"C12N 15/29
					






C07K 14/415
					






C12N 15/82
					






A01H 5/00
					






A01H 6/46
					








C12N 15/29
					






C07K 14/415
					






C12N 15/82
					






A01H 5/00
					






A01H 6/46
					






View less classifications","C07K 14/415
					






C12N 15/8251
					






Y02A 40/146
					








C07K 14/415
					






C12N 15/8251
					






Y02A 40/146
					






View less classifications",SANYA NANFAN RESEARCH INSTITUTE OF HAINAN UNIVERSITY海南大学三亚南繁研究院SANYA RESEARCH INSTITUTE OF HAINAN UNIVERSITY海南大学三亚研究院,FANG CHUANYING房传营CHENG YAN程妍LI KANG李康,,(EN) Application of knockout OsJMJ703 gene in improvement of amino acid content of rice(ZH) 敲除OsJMJ703基因在提高稻米氨基酸含量的应用,,"(EN) The invention relates to the technical field of gene engineering, in particular to application of a knockout OsJMJ703 gene in increasing the amino acid content of rice. The sequence of a CDS region of the OsJMJ703 gene is as shown in SEQ ID NO. 1 in a sequence table; the amino acid sequence of the coded protein is shown as SEQ ID NO. 2 in the sequence table. According to the knockout, the OsJMJ703 gene is knocked out in a targeted mode through a CRISPR/Cas9 method, and a knockout mutant plant is obtained. The method has the advantages that accumulation of amino acid in rice is improved by constructing the knockout vector and the osjmj703 knockout mutant, and an important resource is provided for genetic improvement of rice lipid nutrition.(ZH) 本发明涉及基因工程技术领域，尤其涉及一种敲除OsJMJ703基因在提高稻米氨基酸含量的应用。OsJMJ703基因的CDS区序列如序列表SEQIDNO.1所示；编码的蛋白质的氨基酸序列如序列表SEQIDNO.2所示。敲除是通过CRISPR/Cas9方法靶向敲除所述OsJMJ703基因，获得敲除突变体植株。优点在于：通过构建敲除载体、构建osjmj703敲除突变体提高稻米中氨基酸的积累，为水稻脂质营养遗传改良提供重要资源。",长春中科长光知识产权代理事务所(普通合伙) 22218,118497225,29.10.2024,
CN437354098,202410705798,China,03.06.2024,118452316,09.08.2024,B,"C12N 9/00
					






A23K 10/30
					






A23K 10/37
					






A23K 10/22
					






A23K 10/26
					






A23K 10/18
					






View more classifications
							






C12N 9/00
					






A23K 10/30
					






A23K 10/37
					






A23K 10/22
					






A23K 10/26
					






A23K 10/18
					






A23K 20/22
					






A23K 40/10
					






A23K 50/75
					






C12N 15/113
					






View less classifications","A23K 10/30
					






A23K 10/37
					






A23K 10/22
					






A23K 10/26
					






A23K 10/18
					






A23K 20/22
					






View more classifications
							






A23K 10/30
					






A23K 10/37
					






A23K 10/22
					






A23K 10/26
					






A23K 10/18
					






A23K 20/22
					






A23K 40/10
					






A23K 50/75
					






C12N 9/93
					






C12N 15/113
					






C12Y 603/01002
					






Y02P 60/87
					






View less classifications","SHANDONG JIURUI AGRICULTURAL GROUP CO., LTD.山东玖瑞农业集团有限公司",LI XIN李鑫SUN ZUOWEI孙作为LIU SHAOCONG刘绍聪MA NING马宁SUN MEIGE孙美鸽,,(EN) Application of high-protein alfalfa as soybean meal substitute in feed(ZH) 一种高蛋白苜蓿作为豆粕替代物在饲料中的应用,,"(EN) The invention provides application of high-protein alfalfa as a soybean meal substitute in feed, and belongs to the technical field of feed. The alfalfa cytoplasm glutamine synthetase gene is subjected to site-directed mutagenesis by combining an alfalfa tissue culture technology and a CRISPR/Cas9 gene editing technology, and an amino acid site mutated plant is screened. The content of crude protein in the overground part hay of the alfalfa mutant strain is as high as 35.62% and is increased by 65.75% compared with that of an unmutant strain. When test chickens are fed with the chicken feed prepared by crushing the alfalfa mutant strain hay to replace soybean meal as a feed nitrogen source, the feed conversion ratio is close to that of the feed taking soybean meal as the nitrogen source, and the feed conversion ratio is reduced by 23.05% compared with that of the feed prepared from the alfalfa non-mutant strain. The feed prepared from the high-protein alfalfa as the soybean meal substitute can replace soybean meal in the feed, so that the feed cost is effectively reduced, and the breeding benefit is improved.(ZH) 本发明提供了一种高蛋白苜蓿作为豆粕替代物在饲料中的应用，属于饲料技术领域。本发明通过紫花苜蓿组织培养技术和CRISPR/Cas9基因编辑技术相结合，对紫花苜蓿胞质谷氨酰胺合成酶基因进行定点突变，筛选到氨基酸位点突变的植株。紫花苜蓿突变株地上部分干草中粗蛋白的含量高达35.62％，比未突变株提高了65.75％。将紫花苜蓿突变株干草粉碎代替豆粕作为饲料氮源制备的鸡饲料饲喂试验鸡，料肉比接近豆粕作为氮源的饲料，比紫花苜蓿未突变株制备饲料的料肉比降低了23.05％。高蛋白苜蓿作为豆粕替代物制备饲料能实现饲料中豆粕替代，有效降低饲料成本，提高养殖效益。",济南智圆行方专利代理事务所(普通合伙企业) 37231,118452316,25.10.2024,
CN347714505,202111139974,China,27.09.2021,113862283,31.12.2021,B,"C12N 15/29
					






C12N 15/84
					






C12N 15/55
					






A01H 5/10
					






A01H 6/46
					








C12N 15/29
					






C12N 15/84
					






C12N 15/55
					






A01H 5/10
					






A01H 6/46
					






View less classifications","C07K 14/415
					






C12N 15/8218
					






C12N 15/8261
					






C12N 15/8205
					






C12N 9/22
					








C07K 14/415
					






C12N 15/8218
					






C12N 15/8261
					






C12N 15/8205
					






C12N 9/22
					






View less classifications",HUAIYIN NORMAL UNIVERSITY淮阴师范学院,GAO QINGSONG高清松ZHAO XIANGXIANG赵祥祥ZHOU HAIYING周海英LI WEI李伟ZHANG WENXIA张雯霞,,(EN) Application of TGS1 gene in regulation and control of size and yield of Oryza sativa L. grain(ZH) TGS1基因在调控水稻籽粒大小和产量中的应用,,"(EN) The invention discloses application of a TGS1 gene in regulation and control of the size and the yield of Oryza sativa L. grain, and belongs to the technical field of molecular biology and gene engineering. A gene TGS1 coding region knockout target site is designed, a gene knockout mutant is constructed by using a CRISPR/Cas9 technology, and the TGS1 gene in Oryza sativa L. is knocked out. Through offspring separation and detection, a homozygous mutant without transgene insertion is obtained. The grain length, the grain width, the grain thickness and the yield of a single plant of different mutant grains are obviously increased by being compared with those of a control group. In addition, the length-width ratio of the mutant grain is obviously greater than that of a control group, so that the mutant grain has better appearance quality. Therefore, the application of the TGS1 gene provided by the invention in the regulation and the control of the size and the yield of the Oryza sativa L. grain has an important application value, and a good economic benefit can be generated.(ZH) 本发明公开了TGS1基因在调控水稻籽粒大小和产量中的应用，属于分子生物学及基因工程技术领域。本发明通过设计基因TGS1编码区敲除靶标位点，利用CRISPR/Cas9技术构建基因敲除突变体，敲除水稻中的TGS1基因。通过后代分离和检测，获得了无转基因插入的纯合突变体。不同突变体籽粒的粒长、粒宽、粒厚和单株产量与对照相比均显著增加。此外，突变体籽粒的长宽比显著大于对照，因而具有更好的外观品质。因此，本发明提供的TGS1基因在调控水稻籽粒大小和产量中的应用，具有重要的应用价值，能产生良好的经济效益。",南京申云知识产权代理事务所(普通合伙) 32274,113862283,15.03.2022,
CN178717922,201610362599,China,27.05.2016,106011167,12.10.2016,B,"C12N 15/82
					






A01H 5/00
					






A01H 6/46
					






C07K 14/415
					








C12N 15/82
					






A01H 5/00
					






A01H 6/46
					






C07K 14/415
					






View less classifications","C07K 14/415
					








C07K 14/415
					






View less classifications",SHANGHAI JIAO TONG UNIVERSITY上海交通大学,LIANG WANQI梁婉琪ZHANG DABING张大兵XU DAWEI徐大伟YUAN ZHENG袁政CHEN MINGJIAO陈明姣LUO ZHIJING罗治靖,,(EN) Application of male sterility gene OsDPW2 and rice sterility recovery method(ZH) 雄性不育基因OsDPW2的应用及水稻育性恢复的方法,,"(EN) The invention discloses application of male sterility gene OsDPW2 and a rice sterility recovery method. OsDPW2 gene is knocked out, changed or inhibited by using the conventional genetic engineering method or on the basis of a CRISPR/Cas9 system, and the expression level of the OsDPW2 gene is reduced in japonica rice background wild type rice, so that a rice male sterility line is obtained. The invention further relates to the rice sterility recovery method, the OsDPW2 gene is amplified by primers, a mutant plant is transformed by a genetic transformation means, and a mutant can be recovered to be in wild phenotype. In a rice nutritional growth period of the rice male sterility line prepared by the invention, abnormal phenotypes do not exist; but in an anther development process of a reproductive growth period, abnormal phenotypes exist. If the male sterility gene OsDPW2 is used in cross breeding, operation of female parent emasculation can be avoided, production efficiency is greatly improved, labor cost is reduced, and the male sterility gene OsDPW2 has important application on agricultural production.(ZH) 本发明公开了一种雄性不育基因OsDPW2的应用及水稻育性恢复的方法；采用常规基因工程方法或基于CRISPR/Cas9系统，敲除、改变或抑制OsDPW2基因，在粳稻背景野生型水稻中使得OsDPW2基因表达水降低，进而获得水稻雄性不育系。本发明还涉及一种水稻育性恢复的方法，通过引物扩增OsDPW2基因，使用遗传转化的手段转化突变体植株，能够使突变体恢复到野生型表型。本发明制备的水稻雄性不育株系在水稻营养生长时期无异常表型出现，但在生殖生长时期的花药发育过程中出现异常。如果应用于杂交育种中，可以免除母本去雄的工作，大大提高生产效率，降低人工成本，在农业生产上具有重要的应用。",上海汉声知识产权代理有限公司 31236上海汉声知识产权代理有限公司 31236,106011167,01.11.2019,
CN366177809,202110456863.X,China,25.04.2021,114621966,14.06.2022,B,"C12N 15/54
					






C12N 9/10
					






C12N 15/82
					






C12Q 1/6869
					






A01H 4/00
					






A01H 5/00
					






View more classifications
							






C12N 15/54
					






C12N 9/10
					






C12N 15/82
					






C12Q 1/6869
					






A01H 4/00
					






A01H 5/00
					






A01H 6/46
					






View less classifications","C12N 9/1007
					






C12N 15/8283
					






C12Q 1/6869
					






A01H 4/005
					






Y02A 40/146
					








C12N 9/1007
					






C12N 15/8283
					






C12Q 1/6869
					






A01H 4/005
					






Y02A 40/146
					






View less classifications",NINGBO UNIVERSITY宁波大学,SUN ZONGTAO孙宗涛XIE KAILI谢凯丽ZHANG HEHONG张合红WEI ZHONGYAN魏中艳LI YANJUN李雁军CHEN JIANPING陈剑平,,(EN) Application of jasmonic acid methyltransferase coding gene OsJMTL1 in resisting rice black-streaked dwarf virus(ZH) 一种茉莉酸甲基转移酶编码基因OsJMTL1在抗水稻黑条矮缩病毒中的应用,,"(EN) The invention discloses jasmonic acid methyltransferase OsJMTL1 in rice and application thereof, after the OsJMTL1 gene is knocked out to transform rice by using a plant CRISPR/cas9 knockout technology, a homozygous mutant strain is obtained by screening, and is artificially inoculated with RBSDV, and it is found that the disease symptom of the OsJMTL1 mutant strain is lighter than that of wild rice.(ZH) 本发明公开了一种水稻中茉莉酸甲基转移酶OsJMTL1及其应用，本发明利用植物CRISPR/cas9敲除技术将OsJMTL1基因敲除转化水稻后，筛选获得纯合突变体株系，并对其进行人工接种RBSDV，发现OsJMTL1突变体株系发病症状与野生型水稻相比症状较轻。",北京市诚辉律师事务所 11430北京市诚辉律师事务所 11430,114621966,07.07.2023,
CN440329601,202411155403,China,22.08.2024,118667843,20.09.2024,B,"C12N 15/53
					






C12N 9/02
					






C12N 15/89
					






A01N 57/16
					






A01P 15/00
					








C12N 15/53
					






C12N 9/02
					






C12N 15/89
					






A01N 57/16
					






A01P 15/00
					






View less classifications","C12N 9/0061
					






C12Y 110/03002
					






C12N 15/89
					






A01N 57/16
					






A01P 15/00
					








C12N 9/0061
					






C12Y 110/03002
					






C12N 15/89
					






A01N 57/16
					






A01P 15/00
					






View less classifications","INSTITUTE OF PLANT PROTECTION, CHINESE ACADEMY OF AGRICULTURAL SCIENCES中国农业科学院植物保护研究所",LYU ZHICHUANG吕志创BI SIYAN毕思言LIU WANXUE刘万学ZHANG YIBO张毅波GUO JIANYANG郭建洋HUANG CONG黄聪YANG NIANWAN杨念婉WAN FANGHAO万方浩,,(EN) Laccase Laccase-2 gene of tomato leaf miner and application of laccase Laccase-2 gene(ZH) 番茄潜叶蛾漆酶Laccase-2基因及其应用,,"(EN) The invention relates to the technical field of agricultural biology, in particular to a tomato leaf miner laccase Laccase-2 gene and application thereof, and the gene encodes protein with an amino acid sequence as shown in SEQ ID NO: 2. On the basis of a CRISPR/Cas technology, the effect of the Laccas-2 gene in the egg development of the tomato leaf miner is defined, and a potential target gene is provided for RNAi prevention and control of the tomato leaf miner.(ZH) 本发明涉及农业生物技术领域，具体涉及番茄潜叶蛾漆酶Laccase‑2基因及其应用，所述基因编码氨基酸序列如SEQ ID NO:2所示的蛋白质。本发明基于CRISPR/Cas技术，明确了Laccase‑2基因在番茄潜叶蛾卵发育中的作用，为RNAi防控番茄潜叶蛾提供了一个潜在靶标基因。",北京法信智言知识产权代理事务所(特殊普通合伙) 11737,118667843,26.11.2024,
CN283344535,201911103126,China,12.11.2019,110734481,31.01.2020,B,"C07K 14/415
					






C12N 15/29
					






C12N 15/113
					






C12N 15/82
					






A01H 5/00
					






A01H 6/82
					








C07K 14/415
					






C12N 15/29
					






C12N 15/113
					






C12N 15/82
					






A01H 5/00
					






A01H 6/82
					






View less classifications","C07K 14/415
					






C12N 15/8218
					






C12N 15/8282
					








C07K 14/415
					






C12N 15/8218
					






C12N 15/8282
					






View less classifications",CHINA AGRICULTURAL UNIVERSITY中国农业大学,ZHANG NA张娜LIU LUN刘伦XU JIAYI许佳怡GUO YANGDONG郭仰东ZHENG HE郑禾ZHANG JIAOJIAO张姣姣GUO LUQIN郭禄芹HE QING贺青,,(EN) Application of tomato SlMIP protein and coding gene of tomato SlMIP protein in regulating plant gray mold resistance(ZH) 番茄SlMIP蛋白及其编码基因在调控植物灰霉病抗性中的应用,,"(EN) The invention relates to the field of biotechnology, in particular to application of tomato SLMIP protein and a coding gene of the tomato SlMIP protein in regulating plant gray mold resistance. It isfound that tomato SLMIP gene can negatively regulate plant gray mold resistance, and by reducing the expression amount of the SLMIP gene, the plant gray mold resistance can be effectively improved. The discovery of the gray mold resistance regulation function of the SlMIP gene provides valuable genetic resources and new methods for breeding new plant varieties with high resistance to gray mold. ACRISPR-Cas9 genome fixed point editing system is used for mutating the tomato SMIIP gene to create a tomato strain resistant to gray mold, and the tomato strain has a significantly improved resistanceto gray mold and has important application value.(ZH) 本发明涉及生物技术领域，具体涉及番茄SlMIP蛋白及其编码基因在调控植物灰霉病抗性中的应用。本发明发现番茄SlMIP基因能够负调控植物灰霉病抗性，通过降低SlMIP基因的表达量，能够有效提高植物灰霉病抗性。SlMIP基因的灰霉病抗性调控功能的发现为培育高抗灰霉病的植物新品种提供了宝贵的基因资源和新的方法。本发明利用CRISPR‑Cas9基因组定点编辑系统突变番茄SlMIP基因，创制了抗灰霉病番茄株系，该番茄株系的抗灰霉病能力显著提高，具有重要的应用价值。",北京路浩知识产权代理有限公司 11002,110734481,19.02.2021,
,,,,,,,,,,,,,,,,,,
