Application Id,Application Number,Office,Application Date,Publication Number,Publication Date,Publication Kind,IPC,CPC,Applicants,Inventors,Priority Data,Title,Abstract,Related Patent Documents,Grant Number,Grant Date,Agents,Designated States
GB426478738,202310807,United Kingdom,13.07.2023,2622673,27.03.2024,A,"C12N 15/113
					






C12N 5/10
					






C12N 9/02
					






C12N 15/85
					








C12N 15/113
					






C12N 5/10
					






C12N 9/02
					






C12N 15/85
					






View less classifications","Y02A 50/30
					






C12N 9/0008
					






C12Y 102/04001
					






C12N 15/902
					






C12N 2310/20
					






C12N 9/22
					






View more classifications
							






Y02A 50/30
					






C12N 9/0008
					






C12Y 102/04001
					






C12N 15/902
					






C12N 2310/20
					






C12N 9/22
					






C12N 15/8282
					






C12N 15/1137
					






C12N 5/10
					






C12N 9/0004
					






C12N 15/85
					






View less classifications",VEGETABLE RES INSTITUTE GUANGDONG ACADEMY OF AGRICULTURAL SCIENCESINST OF FACILITY AGRICULTURE GUANGDONG ACADEMY OF AGRICULTURAL SCIENCES,CHUNPENG YAOWEITAO SHICHANGYUAN ZHANGXIAOAI ZHANGJINJU GUOYUJUAN ZHONGHU DUSHUDAN XUEYINGCHAO XUQINGMIN JIN,202210839276.3 18.07.2022 CN,(EN) Application of PDHB gene in resistance to fusaric acid,"(EN) An application of a reagent for knocking out or inhibiting an expression of PDHB gene (pyruvate dehydrogenase E1 subunit beta) in preparing a product for improving the tolerance of organisms to Fusaric acid. Also disclosed is a Fusaric acid-resistant product, comprising a reagent for knocking out or inhibiting an expression of PDHB gene. A method for improving the tolerance of organisms to Fusaric acid is also disclosed. The reagent may comprise a PDHB gene knockout vector obtained using the CRISPR/Cas9 gene editing system.",CN115992177,,,,
EP443015623,24173285,European Patent Office,09.11.2015,4464338,20.11.2024,A3,"C12N 15/10
					








C12N 15/10
					






View less classifications","C12N 15/102
					






C12N 9/1241
					






C12N 2310/20
					






C12N 15/64
					






C12N 2310/122
					








C12N 15/102
					






C12N 9/1241
					






C12N 2310/20
					






C12N 15/64
					






C12N 2310/122
					






View less classifications",EDITAS MEDICINE INC,COTTA-RAMUSINO CECILIA,15795322 09.11.2015 EP201462077084 07.11.2014 US2015059782 09.11.2015 US201562232683 25.09.2015 US,(DE) SYSTEME ZUR VERBESSERUNG VON CRISPR/CAS-VERMITTELTER GENOMEDITIERUNG(EN) SYSTEMS FOR IMPROVING CRISPR/CAS-MEDIATED GENOME-EDITING(FR) SYSTÈMES POUR AMÉLIORER L'ÉDITION GÉNOMIQUE MÉDIÉE PAR CRISPR/CAS,"(EN) This application provides improved methods of editing the genome of a target cell. Cas9 molecules can be used to create a break in a genomic region of interest. To increase the likelihood that the break is repaired by homology-directed repair (HDR), the cell can be contacted with an HDR-enhancer. The cell may be, e.g., a human cell, a non-human animal cell, a bacterial cell, or a plant cell.","AU2015342749

EP3215617

US20180298392

WO/2016/073990

CA2963820

AU2022202645

US20230365980",,,,"View all
							



AL, AT, BE, BG, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MC, MK, MT, NL, NO, PL, PT, RO, RS, SE, SI, SK, SM, TR
				

Hide all"
EP203791896,15795322,European Patent Office,09.11.2015,3215617,13.09.2017,B1,"C12N 15/10
					






A61K 48/00
					






C12N 15/113
					








C12N 15/10
					






A61K 48/00
					






C12N 15/113
					






View less classifications","C12N 15/102
					






C12N 9/1241
					






C12N 2310/20
					






C12N 15/64
					






C12N 2310/122
					








C12N 15/102
					






C12N 9/1241
					






C12N 2310/20
					






C12N 15/64
					






C12N 2310/122
					






View less classifications",EDITAS MEDICINE INC,COTTA-RAMUSINO CECILIA,201462077084 07.11.2014 US201562232683 25.09.2015 US,(DE) SYSTEME ZUR VERBESSERUNG VON CRISPR/CAS-VERMITTELTER GENOMEDITIERUNG(EN) SYSTEMS FOR IMPROVING CRISPR/CAS-MEDIATED GENOME-EDITING(FR) SYSTÈMES POUR AMÉLIORER L'ÉDITION GÉNOMIQUE MÉDIÉE PAR CRISPR/CAS,"(EN) This application provides improved methods of editing the genome of a target cell. Cas9 molecules can be used to create a break in a genomic region of interest. To increase the likelihood that the break is repaired by homology-directed repair (HDR), the cell can be contacted with an HDR-enhancer. The cell may be, e.g., a human cell, a no n- human animal cell, a bacterial cell, or a plant cell.(FR) La présente invention concerne des procédés améliorés d'édition du génome d'une cellule cible. Des molécules Cas9 peuvent être utilisées pour créer une rupture dans une région génomique d'intérêt. Afin d'augmenter la probabilité de réparation de la rupture par réparation dirigée par homologie (HDR), la cellule peut être mise en contact avec un activateur de HDR. La cellule peut être, par exemple, une cellule humaine, une cellule animale non humaine, une cellule bactérienne ou une cellule végétale.","AU2015342749

US20180298392

WO/2016/073990

EP4464338

CA2963820

AU2022202645

US20230365980",,,,"View all
							



AL, AT, BA, BE, BG, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MC, ME, MK, MT, NL, NO, PL, PT, RO, RS, SE, SI, SK, SM, TR
				

Hide all"
CN437264668,202410698541.X,China,31.05.2024,118440982,06.08.2024,A,"C12N 15/82
					






C12N 15/29
					






C07K 14/415
					






C12N 15/113
					






C12N 15/11
					






A01H 5/10
					






View more classifications
							






C12N 15/82
					






C12N 15/29
					






C07K 14/415
					






C12N 15/113
					






C12N 15/11
					






A01H 5/10
					






A01H 6/46
					






View less classifications","C12N 15/8261
					






C12N 15/8218
					






C07K 14/415
					






C12N 15/113
					






C12N 2310/20
					








C12N 15/8261
					






C12N 15/8218
					






C07K 14/415
					






C12N 15/113
					






C12N 2310/20
					






View less classifications",SHENYANG AGRICULTURAL UNIVERSITY沈阳农业大学,XU QUAN徐铨LI FENGCHENG李丰成CUI XIN崔鑫LI XIANG李想YU ZHIWEN于之雯WANG XIAOCHE王潇澈LU JIAHAO芦佳浩,,(EN) Application of qULG2b gene in improvement of rice grain length character(ZH) qULG2b基因在改良水稻籽粒长度性状中的应用,"(EN) The invention belongs to the technical field of plant genetic engineering, and particularly relates to application of a qULG2b gene in improvement of rice grain length traits. The nucleotide sequence of the qULG2b gene is as shown in SEQ ID NO. 1, and the amino acid sequence coded by the qULG2b gene is as shown in SEQ ID NO. 2. According to the invention, the qULG2b gene is knocked out at a fixed point by adopting a CRISPR/Cas9 gene editing technology, so that the function of the gene is completely lost, and gene editing fixed-point knockout rice of the qULG2b gene is constructed. Researches find that knockout of the qULG2b gene can significantly increase the grain length and further significantly increase the rice yield.(ZH) 本发明属于植物基因工程技术领域，具体涉及qULG2b基因在改良水稻籽粒长度性状中的应用。所述qULG2b基因的核苷酸序列如SEQ ID NO.1所示，所述qULG2b基因编码的氨基酸序列如SEQ ID NO.2所示。本发明采用CRISPR/Cas9基因编辑技术定点敲除qULG2b基因，使该基因的功能完全丧失，构建了qULG2b基因的基因编辑定点敲除水稻。本发明研究发现，qULG2b基因的敲除可显著增加粒长进而显著增加水稻产量。",,,,西安铭泽知识产权代理事务所(普通合伙) 61223,
,,,,,,,,,,,,,,,,,,
CN316356885,202011304335,China,19.11.2020,112210567,12.01.2021,A,"C12N 15/60
					






C12N 15/82
					






A01H 5/00
					






A01H 6/46
					








C12N 15/60
					






C12N 15/82
					






A01H 5/00
					






A01H 6/46
					






View less classifications","C12N 9/88
					






C12N 15/8273
					






C12Y 401/01
					








C12N 9/88
					






C12N 15/8273
					






C12Y 401/01
					






View less classifications",HUAZHONG AGRICULTURAL UNIVERSITY华中农业大学,XIONG LIZHONG熊立仲PENG KAIQING彭楷卿XIAO BENZE肖本泽,,(EN) Application of OsPPCK2 gene in regulating and controlling drought resistance of rice(ZH) OsPPCK2基因在调控水稻抗旱性中的应用,"(EN) The invention belongs to the field of rice genetic engineering, and discloses application of an OsPPCK2 gene in regulating and controlling drought resistance of rice. The sequence of the OsPPCK2 geneis shown in SEQ ID NO. 1. Drought stress phenotype identification experiments of a CRISPR material in the seedling stage and the adult plant stage show that after the function of the gene is knocked out, the drought resistance of the rice is reduced, and the function and the application way of the gene are verified. Therefore, the OsPPCK2 gene is separated from the rice, the function of the OsPPCK2 gene in improving the stress resistance of the rice is identified, and the OsPPCK2 gene has very important significance in cultivating new stress-resistant rice varieties.(ZH) 本发明属于水稻基因工程领域，公开了OsPPCK2基因在调控水稻抗旱性中的应用，所述的OsPPCK2基因的序列为SEQ ID NO.1所示。通过CRISPR材料的苗期及成株期干旱胁迫表型鉴定实验证明，该基因功能被敲除后，水稻抗旱能力降低，证实了该基因的功能及应用途径。因此，从水稻中分离出OsPPCK2基因，并鉴定它在提高水稻抗逆性方面所发挥的功能，对于培育抗逆水稻新品种将具有非常重要的意义。",,,,武汉宇晨专利事务所 42001,
CN383849259,202110678422,China,18.06.2021,115491381,20.12.2022,A,"C12N 15/54
					






C12N 9/12
					






C12N 15/11
					






C12N 15/82
					






C12N 15/55
					






A01H 5/00
					






View more classifications
							






C12N 15/54
					






C12N 9/12
					






C12N 15/11
					






C12N 15/82
					






C12N 15/55
					






A01H 5/00
					






A01H 5/10
					






A01H 6/46
					






C12Q 1/6895
					






A01H 1/04
					






View less classifications","C12N 9/1205
					






C12N 15/8271
					






C12N 15/8218
					






C12N 15/8259
					






C12N 9/22
					






C12Q 1/6895
					






View more classifications
							






C12N 9/1205
					






C12N 15/8271
					






C12N 15/8218
					






C12N 15/8259
					






C12N 9/22
					






C12Q 1/6895
					






A01H 1/04
					






C12Q 2600/13
					






C12Q 2600/156
					






Y02A 40/146
					






View less classifications",HENAN AGRICULTURAL UNIVERSITY河南农业大学,DU CHANGQING杜长青LI SHEN李珅ZHAO QUANZHI赵全志,,(EN) Rice copper stress response gene OsCORK1 as well as encoding protein and application thereof(ZH) 水稻铜胁迫响应基因OsCORK1及其编码蛋白与应用,"(EN) The invention relates to a rice copper stress response gene OsCORK1 as well as an encoding protein and application thereof. According to the invention, a CRISPR/Cas9-OsCORK1 knockout vector is constructed, and rice is transformed by using an agrobacterium-mediated method, so that an OsCORK1 knockout mutant is obtained; tests prove that after the rice mutant with the OsCORK1 gene knocked out is treated with 10 mu M CuSO4, the Cu accumulation amount of the mutant is remarkably reduced compared with that of a wild type control group (P is smaller than 0.01), and the copper resistance of a plant can be remarkably improved; the overground length, the root length and the fresh weight of the mutant are larger than those of a wild type (P is smaller than 0.05), and it is indicated that the resistance of rice to copper stress can be remarkably enhanced by reducing expression of the OsCORK1 gene. The OsCORK1 gene or protein has a good application prospect in the aspect of improving the copper stress resistance of the rice or breeding copper stress resistant varieties of the rice.(ZH) 本发明涉及水稻铜胁迫响应基因OsCORK1及其编码蛋白与应用。本发明通过构建CRISPR/Cas9‑OsCORK1敲除载体，利用农杆菌介导法转化水稻，获得OsCORK1敲除突变体；并通过试验证明敲除OsCORK1基因的水稻突变体经10μM CuSO4处理后，突变体的Cu积累量较野生型对照显著降低(P＜0.01)，可显著改善植株的耐铜性；且突变体地上长度、根长及鲜重较野生型长或大(P＜0.05)，表明降低OsCORK1基因的表达可显著增强水稻对铜胁迫的抗性。OsCORK1基因或蛋白在提高水稻铜胁迫抗性或在水稻铜胁迫抗性品种选育方面具有良好的应用前景。",,,,郑州睿信知识产权代理有限公司 41119,
CN306317204,201910145603,China,27.02.2019,111620935,04.09.2020,B,"C07K 14/415
					






C12N 15/29
					






C12N 15/82
					






A01H 5/10
					






A01H 6/46
					








C07K 14/415
					






C12N 15/29
					






C12N 15/82
					






A01H 5/10
					






A01H 6/46
					






View less classifications","C07K 14/415
					






C12N 15/8261
					






Y02A 40/146
					








C07K 14/415
					






C12N 15/8261
					






Y02A 40/146
					






View less classifications",CHINA AGRICULTURAL UNIVERSITY中国农业大学,ZHANG YIRONG张义荣XU RUIBIN徐瑞斌SUI ZHIPENG隋志鹏ZHANG MING张铭NI ZHONGFU倪中福YAN WENWEN闫文文,,(EN) Application of ZmCEP1 gene to regulation of development of maize kernels(ZH) ZmCEP1基因在调控玉米籽粒发育中的应用,"(EN) The invention discloses an application of a ZmCEP1 gene to regulation of development of maize kernels. The invention provides an application of any one of the following substances (1) to (3) to regulation of development of plant kernels: (1) a protein ZmCEP1, (2) a DNA molecule of encoding the protein ZmCEP1, and (3) a recombinant vector, expression cassette, transgenic cell line or recombinant bacteria containing the DNA molecule of encoding the protein ZmCEP1. The ZmCEP1 gene is mutated by using a method of CRISPR-Cas9, and it is found that the kernel widths and hundred-kernel weight of themaize kernels can be significantly increased by the ZmCEP1 gene.(ZH) 本发明公开了ZmCEP1基因在调控玉米籽粒发育中的应用。本发明提供如下1)‑3)中任一种物质在调控植物籽粒发育中的应用；1)蛋白ZmCEP1；2)编码蛋白ZmCEP1的DNA分子；3)含有编码蛋白ZmCEP1的DNA分子的重组载体、表达盒、转基因细胞系或重组菌。本发明运用CRISPR‑Cas9的方法突变ZmCEP1基因，发现其能显著增加玉米籽粒的粒宽和百粒重。",,111620935,11.08.2023,北京纪凯知识产权代理有限公司 11245,
CN406247402,202310394618.X,China,13.04.2023,116622723,22.08.2023,A,"C12N 15/29
					






C07K 14/415
					






C12N 15/82
					






A01H 5/00
					






A01H 6/54
					






C12Q 1/6895
					








C12N 15/29
					






C07K 14/415
					






C12N 15/82
					






A01H 5/00
					






A01H 6/54
					






C12Q 1/6895
					






View less classifications","C07K 14/415
					






C12N 15/8261
					






C12Q 1/6895
					






C12Q 2600/158
					






C12Q 2600/13
					






Y02A 40/146
					








C07K 14/415
					






C12N 15/8261
					






C12Q 1/6895
					






C12Q 2600/158
					






C12Q 2600/13
					






Y02A 40/146
					






View less classifications",HENAN AGRICULTURAL UNIVERSITY河南农业大学,TANG JIHUA汤继华FU ZHIYUAN付志远ZONG JUN宗军YANG HUILI杨慧丽WANG YAFEI王雅菲DING DONG丁冬LI WEIHUA李卫华,,"(EN) Soybean pod bearing number and yield regulation gene GLYMA02G083400 as well as encoding protein, expression vector and application of soybean pod bearing number and yield regulation gene GLYMA02G083400(ZH) 大豆结荚数及产量调控基因GLYMA_02G083400、其编码蛋白、表达载体及其应用","(EN) The invention discloses a soybean pod bearing number and yield regulation gene GLYMA02G083400 as well as an encoding protein, an expression vector and an application of the soybean pod bearing number and yield regulation gene GLYMA02G083400. According to the invention, CRISPR/Cas9 knockout is carried out on the soybean homologous gene GLYMA02G083400 of corn KWE2, and the influence of the GLYMA02G083400 gene on the character expression of the pod bearing number, the leaf size, the leaf number, the plant height and the like of the soybean is determined; the effect of the GLYMA02G083400 gene on improving the soybean yield is determined, so that a solid technical foundation is laid for improving the soybean yield by utilizing the GLYMA02G083400 gene.(ZH) 本申请公开了一种大豆结荚数及产量调控基因GLYMA_02G083400、其编码蛋白、表达载体及其应用；本发明对玉米KWE2的大豆同源基因GLYMA_02G083400进行CRISPR/Cas9敲除，明确了GLYMA_02G083400基因对大豆结荚数、叶大小、叶片数、株高等性状表现的影响；确定了其对大豆产量的提高作用，从而为利用GLYMA_02G083400基因提高大豆产量奠定了坚实的技术基础。",,,,郑州盈派知识产权代理事务所(普通合伙) 41196郑州盈派知识产权代理事务所(普通合伙) 41196,
CN338610507,202110815460,China,19.07.2021,113430221,24.09.2021,B,"C12N 15/82
					






C12N 15/29
					






C12N 15/113
					






A01H 5/08
					






A01H 5/12
					






A01H 6/82
					








C12N 15/82
					






C12N 15/29
					






C12N 15/113
					






A01H 5/08
					






A01H 5/12
					






A01H 6/82
					






View less classifications","C12N 15/8218
					






C12N 15/8266
					






C12N 15/8261
					






C12N 15/113
					






C07K 14/415
					






C12N 2310/20
					






View more classifications
							






C12N 15/8218
					






C12N 15/8266
					






C12N 15/8261
					






C12N 15/113
					






C07K 14/415
					






C12N 2310/20
					






Y02A 40/146
					






View less classifications",CHINA AGRICULTURAL UNIVERSITY中国农业大学,ZHANG NA张娜WANG ZHIRONG王志荣GAO MING高明ZHAO BING赵冰GUO YANGDONG郭仰东WANG XINMAN王馨曼CAO MENG曹萌DONG XIAONAN董晓南,,(EN) Application of tomato WRKY37 protein in regulation and control of leaf aging resistance of tomatoes and improvement of tomato yield(ZH) 番茄WRKY37蛋白在调控番茄抗叶片衰老能力、提高番茄产量中的应用,"(EN) The invention relates to the technical field of gene engineering, in particular to application of tomato WRKY37 protein in regulation and control of leaf aging resistance of tomatoes and improvement of tomato yield. The tomato WRKY37 protein is found to be capable of regulating and controlling the leaf aging resistance of tomatoes and regulating and controlling the fruit yield of the tomatoes. In practical application, the WRKY37 gene in the tomato can be knocked out through a gene editing means, and expression of the WRKY37 protein is inhibited, so that a tomato strain with higher leaf aging resistance is obtained; or the slwrky37-KO plant is hybridized with other tomato varieties to cultivate an anti-aging and high-yield tomato variety. The tomato WRKY37 gene is mutated by utilizing a CRISPR-Cas9 genome site-directed editing system, a high-yield tomato strain is created, the leaf aging resistance of the tomato strain is remarkably improved, the yield is also remarkably improved, and the invention has important application value.(ZH) 本发明涉及基因工程技术领域，尤其涉及番茄WRKY37蛋白在调控番茄抗叶片衰老能力、提高番茄产量中的应用。本发明发现番茄WRKY37蛋白可以调控番茄的抗叶片衰老能力以及调控番茄的果实产量。在实际应用中，可以通过基因编辑手段敲除番茄中的WRKY37基因，抑制WRKY37蛋白的表达，以获得抗叶片衰老能力更强的番茄品系；或通过slwrky37‑KO植株与其他番茄品种杂交，培育抗衰老及高产量番茄品种。本发明利用CRISPR‑Cas9基因组定点编辑系统突变番茄WRKY37基因，创制了高产番茄株系，该番茄株系的抗叶片衰老能力显著提高，产量也显著提高，具有重要的应用价值。",,113430221,05.07.2022,北京路浩知识产权代理有限公司 11002,
CN334874000,202110566844,China,24.05.2021,113265422,17.08.2021,A,"C12N 15/84
					






C12N 15/113
					






C12N 15/29
					






C12N 15/66
					






A01H 4/00
					






A01H 5/10
					






View more classifications
							






C12N 15/84
					






C12N 15/113
					






C12N 15/29
					






C12N 15/66
					






A01H 4/00
					






A01H 5/10
					






A01H 6/46
					






View less classifications","C12N 15/8205
					






C12N 15/8218
					






C12N 15/8261
					






C12N 15/113
					






C12N 15/66
					






C07K 14/415
					






View more classifications
							






C12N 15/8205
					






C12N 15/8218
					






C12N 15/8261
					






C12N 15/113
					






C12N 15/66
					






C07K 14/415
					






A01H 4/005
					






C12N 2310/20
					






View less classifications",YANGZHOU UNIVERSITY扬州大学,LIANG GUOHUA梁国华ZHOU CHUTING周楚婷TAN WENCHEN谭文琛MIAO JUN缪军ZHOU YONG周勇,,"(EN) Method for targeted knockout of rice grain shape regulatory gene SLG7, rice grain shape regulatory gene SLG7 mutant and application thereof(ZH) 靶向敲除水稻粒型调控基因SLG7的方法、水稻粒型调控基因SLG7突变体及其应用","(EN) The invention discloses a method for targeted knockout of a rice grain shape regulatory gene SLG7, a rice grain shape regulatory gene SLG7 mutant and an application thereof, the method adopts a CRISPR/Cas9 gene editing technology, a target site sequence of the rice grain shape regulatory gene SLG7 and a corresponding upstream primer and a downstream primer are selected, and an intermediate vector and a final vector are constructed in sequence; and the final vector is transfected into a rice callus to obtain two mutants of the rice grain shape regulation gene SLG7 and a corresponding small grain type transgenic rice plant, namely finishing the targeted knockout of the rice grain shape regulation gene SLG7. The method is applied to breeding of short-grain rice varieties, the work of hybridization breeding can be omitted, and the breeding period of the short-grain varieties is greatly shortened.(ZH) 本发明公开了一种靶向敲除水稻粒型调控基因SLG7的方法、水稻粒型调控基因SLG7突变体及其应用，该方法采用CRISPR/Cas9基因编辑技术，选取水稻粒型调控基因SLG7的靶位点序列以及相应的上游引物和下游引物，先后构建中间载体和最终载体；将最终载体转染到水稻愈伤组织中，获得2种水稻粒型调控基因SLG7的突变体和相应的小粒型转基因水稻植株，即完成水稻粒型调控基因SLG7的靶向敲除。该方法应用于短粒水稻品种的选育，可以免去杂交选育的工作，大大缩短短粒品种选育的周期。",,,,南京纵横知识产权代理有限公司 32224,
CN346619737,202111225772,China,21.10.2021,113817036,21.12.2021,B,"C07K 14/415
					






C12N 15/29
					






C12N 15/84
					






A01H 5/00
					






A01H 6/54
					








C07K 14/415
					






C12N 15/29
					






C12N 15/84
					






A01H 5/00
					






A01H 6/54
					






View less classifications","C07K 14/415
					






C12N 15/8218
					






C12N 15/8287
					






C12N 15/8213
					






C12N 15/11
					






C12N 9/22
					






View more classifications
							






C07K 14/415
					






C12N 15/8218
					






C12N 15/8287
					






C12N 15/8213
					






C12N 15/11
					






C12N 9/22
					






C12N 2310/20
					






C12N 2800/80
					






View less classifications","BIOTECHNOLOGY RESEARCH INSTITUTE, CAAS中国农业科学院生物技术研究所",LIN HAO林浩WANG NA王娜NIU LIFANG牛丽芳,,(EN) DMP protein as well as coding gene and application thereof(ZH) DMP蛋白及其编码基因与应用,"(EN) The invention discloses a DMP protein as well as a coding gene and application thereof. The present invention provides a set of proteins consisting of a protein A (i.e., DMP8) and a protein B (i.e., DMP9); the amino acid sequence of the protein A is shown in SEQ ID No.1; and the amino acid sequence of the protein B is shown in SEQ ID No.2. A medicago truncatula haploid induction system is created by designing sgRNA specifically targeting medicago truncatula DMP8 and DMP9 genes and then knocking out the medicago truncatula DMP8 and DMP9 genes by using a CRISPR-Cas9 system. The DMP protein is of great significance to leguminous plant haploid breeding, and the breeding period can be effectively shortened.(ZH) 本发明公开了DMP蛋白及其编码基因与应用。本发明提供了额成套蛋白质，由蛋白质A(即DMP8)和蛋白质B(即DMP9)组成；所述蛋白质A的氨基酸序列为SEQ ID No.1；所述蛋白质B的氨基酸序列为SEQ ID No.2。本发明通过设计特异性靶向蒺藜苜蓿DMP8和DMP9基因的sgRNA，然后利用CRISPR‑Cas9系统敲除蒺藜苜蓿DMP8和DMP9基因的方法，创造出蒺藜苜蓿单倍体诱导体系。本发明对于豆科植物单倍体育种具有重要意义，可有效缩短育种年限。","WO/2023/066413

US20240254506",113817036,14.06.2022,北京纪凯知识产权代理有限公司 11245,
CN237684170,201811328793,China,09.11.2018,109306352,05.02.2019,B,"C12N 15/113
					






C12N 15/82
					






A01H 5/00
					






A01H 6/00
					








C12N 15/113
					






C12N 15/82
					






A01H 5/00
					






A01H 6/00
					






View less classifications","C07K 14/415
					






C12N 15/8205
					






C12N 15/8213
					








C07K 14/415
					






C12N 15/8205
					






C12N 15/8213
					






View less classifications","INSTITUTE OF TROPICAL BIOSCIENCE AND BIOTECHNOLOGY, CHINESE ACADEMY OF TROPICAL AGRICULTURAL SCIENCES中国热带农业科学院三亚研究院中国热带农业科学院热带生物技术研究所",ZHAO HUI赵辉HE PINGPING贺萍萍HUO SHANSHAN霍姗姗GUO ANPING郭安平ZHANG YULIANG张雨良QU JING屈静GUO JINGYUAN郭静远ZHANG LILI张丽丽,,(EN) Papaya U6 promoter genes and application(ZH) 番木瓜U6启动子基因及应用,"(EN) The invention discloses two types of papaya U6 promoter genes and application. The sequences of two promoters are disclosed in SEQ ID NO.1 and SEQ ID NO.2; through GUS (beta-glucuronidase) dyeing transient expression verification, the two types of papaya U6 promoter genes can be efficiently expressed on papaya. In the technical field of transgenosis, the promoters are suitable for papaya and are used for starting functional gene expression; furthermore, an RNAi hairpin structure during plant transformation can be started, and the expression or the like of special structures including an sgRNAhoming sequence can be started in a CRISPR/Cas9 system.(ZH) 本发明公开了两种番木瓜U6启动子及应用，该两种启动子序列如SEQ ID NO.1、SEQ ID NO.2所示，通过GUS染色瞬时表达验证，能高效的在番木瓜上表达。在转基因技术领域，这些启动子不仅适用于番木瓜，用于启动功能基因表达，更可在植物转化时启动RNAi发夹结构，在CRISPR/Cas9系统中启动sgRNA引导序列等特殊结构的表达等。",,109306352,30.04.2021,海口翔翔专利事务有限公司 46001,
CN279016474,201910912427,China,25.09.2019,110511944,29.11.2019,A,"C12N 15/29
					






C12N 15/82
					






A01H 5/10
					






A01H 6/20
					








C12N 15/29
					






C12N 15/82
					






A01H 5/10
					






A01H 6/20
					






View less classifications","C07K 14/415
					






C12N 15/8243
					






C12N 15/8247
					






C12N 15/825
					






C12N 15/8261
					








C07K 14/415
					






C12N 15/8243
					






C12N 15/8247
					






C12N 15/825
					






C12N 15/8261
					






View less classifications",HUAZHONG AGRICULTURAL UNIVERSITY华中农业大学,FAN CHUCHUAN范楚川ZHAI YUNGU翟云孤ZHOU YONGMING周永明CAI SHENGLI蔡胜利YANG YANG杨阳,北京金智普华知识产权代理有限公司 11401,"(EN) Gene for controlling color of cabbage type rape seed coats, acquiring method for cabbage type rape yellow seed mutant material and application of acquiring method(ZH) 一种控制甘蓝型油菜种子种皮颜色的基因、甘蓝型油菜黄籽突变体材料的获取方法及其应用","(EN) The invention belongs to the technical field of rape seed molecule breeding and in particular relates to a gene for controlling the color of cabbage type rape seed coats, an acquiring method for a cabbage type rape yellow seed mutant material and application of the acquiring method. A CRISPR/Cas9 (clustered regularly interspaced short palindromic repeats/Cas9) technique is adopted to target BnTT8homologous genes, a mutant single plant is obtained through genetic transformation, and through selfing separation, a dual copy homozygous mutant without T-DNA (transfer deoxyribonucleic acid) insertion is obtained. Seeds of the mutant are yellow seeds, microscopic observation on cross sections of the seeds shows that the endopleuras of the dual homozygous mutant have no accumulation of proanthocyanidin, but endopleuras of both a single homozygous mutant and a wild type have clear and visible accumulation of proanthocyanidin. The BnTT8 gene has great application potential and prospects in quality improvement of rape seeds, and novel germplasm resources can be provided for rape seed quality breeding.(ZH) 本发明属于油菜分子育种技术领域，尤其涉及一种控制甘蓝型油菜种子种皮颜色的基因、甘蓝型油菜黄籽突变体材料的获取方法及其应用。本发明利用CRISPR/Cas9技术靶向BnTT8同源基因，通过遗传转化得到突变体单株，经过自交分离，获得了不含T‑DNA插入的双拷贝纯合突变体。该突变体的种子表现为黄籽，显微观察种子的横切面发现，双纯合突变体的内种皮没有原花色素的积累，而单纯合突变体和野生型的内种皮中均包含有清晰可见的原花色素积累。对这些突变体进行品质分析发现，BnTT8基因的双拷贝纯合突变体含油量显著增加。BnTT8基因对于油菜种子的品质改良具有巨大的应用潜力和前景，为油菜品质育种提供新的种质资源。",,,,北京金智普华知识产权代理有限公司 11401,
