Application Id,Application Number,Publication Number,Publication Date,IPC,CPC,Applicants,Inventors,Agents,Priority Data,Address Picture,Title,Abstract,Related Patent Documents,Office,Application Date,Publication Kind,Grant Number,Grant Date,Publication Language,F-term,FI
MX283331777,2019007546,2019007546,24.10.2019,"A01H 1/06
					








A01H 1/06
					






View less classifications","A01H 1/06
					





CN361493003,202110439681,114457106,10.05.2022,"C12N 15/82
					






A01H 5/00
					






A01H 6/82
					






C12N 15/29
					








C12N 15/82
					






A01H 5/00
					






A01H 6/82
					






C12N 15/29
					






View less classifications","C12N 15/8273
					






C12N 15/8293
					






C12N 15/8218
					






C07K 14/415
					








C12N 15/8273
					






C12N 15/8293
					






C12N 15/8218
					






C07K 14/415
					






View less classifications",SHANDONG AGRICULTURE UNIVERSITY山东农业大学,LI XIA李厦WU JUHUA吴举华LIU QI刘琪LI EN李恩ZHANG YAN张彦,济南誉丰专利代理事务所(普通合伙企业) 37240,,,(EN) Application of tomato gene SlCIPK7 in regulation and control of plant drought resistance(ZH) 番茄基因SlCIPK7在调控植物抗旱性中的应用,"(EN) The invention discloses application of a tomato gene SlCIPK7 in regulation and control of plant drought resistance, and belongs to the technical field of plant genetic engineering and molecular breeding. The tomato gene SlCIPK7 is knocked out through a CRISPR/Cas9 gene editing technology, a Cas9 sequence can be screened out in offspring, the problem of exogenous gene insertion caused by a transgenic technology is avoided, and normal expression of other genes cannot be affected. The homozygous mutant with the knockout SlCIPK7 is obtained, and a series of experiments prove that compared with a wild type, the drought stress tolerance of an SlCIPK7 gene knockout mutant plant is remarkably enhanced, the growth and development of the plant are not interfered, and the SlCIPK7 gene knockout mutant plant is an ideal drought-resistant germplasm resource.(ZH) 本发明公开了一种番茄基因SlCIPK7在调控植物抗旱性中的应用，属于植物基因工程和分子育种技术领域。本发明通过CRISPR/Cas9基因编辑技术敲除番茄基因SlCIPK7，能够在后代中筛除Cas9序列，避免了转基因技术造成的外源基因插入的问题，不会影响其它基因的正常表达。本发明获得了敲除SlCIPK7的纯合突变体，通过一系列实验证明：与野生型相比，SlCIPK7基因敲除突变体植株的干旱胁迫耐受性显著增强，且不干扰植株的生长发育，是一种理想的抗旱种质资源。",,China,23.04.2021,B,,,,,
EP335385731,19797277,3874048,08.09.2021,"C12N 15/82
					








C12N 15/82
					






View less classifications","C12N 15/8213
					






C12N 2310/20
					






C12N 9/22
					






C12N 15/111
					








C12N 15/8213
					






C12N 2310/20
					






C12N 9/22
					






C12N 15/111
					






View less classifications",KEYGENE NV,LHUISSIER FRANCK GEORGES PAUL,,18203919 01.11.2018 EP,,(DE) DUAL-GUIDE-RNA ZUR CRISPR/CAS-GENOMÄNDERUNG IN PFLANZENZELLEN(EN) DUAL GUIDE RNA FOR CRISPR/CAS GENOME EDITING IN PLANTS CELLS(FR) ARN GUIDE DOUBLE POUR ÉDITION DE GÉNOME CRISPR/CAS DANS DES CELLULES VÉGÉTALES,"(EN) The invention pertains to a method for targeted modification of DNA in a plant cell, comprising a step of contacting the DNA with an RNA-guided CRISPR-system nuclease complex, wherein the complex comprises a crRNA anda tracrRNA as separate molecules. The invention further pertains to said RNA-guided CRISPR-system nuclease complex for targeting of DNA in a plant cell and kits comprising the RNA-guided CRISPR-system nuclease complex or constructs encoding the same.(FR) Procédé de modification ciblée d'ADN dans une cellule végétale, comprenant une étape de mise en contact de l'ADN avec un complexe de nucléase à système CRISPR guidé par ARN, ledit complexe comprenant un ARNcr et un ARNtracr en tant que molécules distinctes. L'invention concerne en outre ledit complexe de nucléase à système CRISPR guidé par ARN pour le ciblage d'ADN dans une cellule végétale, et des kits comprenant le complexe de nucléase à système CRISPR guidé par ARN ou des constructions codant pour ledit complexe.","WO/2020/089448

US20220010321

JP2022505440",European Patent Office,01.11.2019,A1,111718945,,"View all
							



AL, AT, BA, BE, BG, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MC, ME, MK, MT, NL, NO, PL, PT, RO, RS, SE, SI, SK, SM, TR
				

Hide all",,
CN431524734,202410421381,118166030,11.06.2024,"C12N 15/82
					






C12N 15/29
					






A01H 5/08
					






A01H 6/82
					






C12Q 1/6895
					






C12N 15/11
					








C12N 15/82
					






C12N 15/29
					






A01H 5/08
					






A01H 6/82
					






C12Q 1/6895
					






C12N 15/11
					






View less classifications","C12N 15/825
					






C12N 15/8205
					






C12N 15/8218
					






C12N 15/8209
					






C07K 14/415
					






C12Q 1/6895
					






View more classifications
							






C12N 15/825
					






C12N 15/8205
					






C12N 15/8218
					






C12N 15/8209
					






C07K 14/415
					






C12Q 1/6895
					






C12Q 2600/156
					






C12Q 2600/13
					






View less classifications",HORTICULTURE INSTITUTE OF XINJIANG ACADEMY OF AGRICULTURAL SCIENCE新疆农业科学院园艺作物研究所,YANG HAITAO杨海涛JIA CHUNPING贾春平WANG BAIKE王柏柯WANG JUAN王娟YANG TAO杨涛LIANG KUN梁坤YU QINGHUI余庆辉,北京卓胜佰达知识产权代理有限公司 16026,,,(EN) Method for increasing lycopene content of tomato fruits(ZH) 一种提高番茄果实番茄红素含量的方法,"(EN) The invention belongs to the field of gene engineering, and particularly relates to a method for increasing the lycopene content of tomato fruits. The method comprises the following steps: respectively designing editing target sites of an SlSGR1 gene and an SlNAC1 gene, respectively constructing pCGR1301-CRISPR/Cas9-gRNA expression vectors, respectively transforming the pCGR1301-CRISPR/Cas9-gRNA expression vectors into tomato materials with low lycopene content in fruits by using an agrobacterium-mediated method, and screening by using antibiotics to obtain positive T0-generation transgenic tomato plants; carrying out selfing on the T0 generation to obtain T1 generation plants, and screening plants which do not contain exogenous transgenic components, have homozygous mutation of the SlSGR1 gene or the SlNAC1 gene and have high lycopene content in fruits from the T1 generation; and then carrying out hybridization and selfing on the T1 generation Slsgr1 and Slnac1 to obtain a single plant with polymerized and homozygous mutation sites of the sgr1 and the nac1.(ZH) 本发明属于基因工程领域，具体涉及一种提高番茄果实番茄红素含量的方法。本发明通过分别设计SlSGR1基因和SlNAC1基因的编辑靶位点，分别构建pCGR1301‑CRISPR/Cas9‑gRNA表达载体，利用农杆菌介导法分别转化到果实低番茄红素含量的番茄材料中，通过抗生素筛选获得阳性T0代转基因番茄植株；T0代自交获得T1代植株，从T1代中筛选不含有外源转基因成份但SlSGR1基因或SlNAC1基因发生纯合突变且果实番茄红素含量较高的植株；再将T1代Slsgr1和Slnac1进行杂交、自交，获得sgr1和nac1突变位点聚合且纯合的单株。",,China,09.04.2024,A,,,,,
CN308318674,202010634292,111718945,29.09.2020,"C12N 15/53
					






C12N 15/11
					






C12N 15/82
					






A01H 5/00
					






A01H 6/00
					








C12N 15/53
					






C12N 15/11
					






C12N 15/82
					






A01H 5/00
					






A01H 6/00
					






View less classifications","C12N 9/0061
					






C12N 15/8218
					






C12N 15/8255
					






C12Y 110/03002
					








C12N 9/0061
					






C12N 15/8218
					






C12N 15/8255
					






C12Y 110/03002
					






View less classifications",SOUTHWEST UNIVERSITY西南大学,FAN CHUNFEN范春芬LUO KEMING罗克明QIN SHIFEI秦士飞,成都方圆聿联专利代理事务所(普通合伙) 51241,,,(EN) Method for regulating proportion of S/G type lignin and improving degradation and conversion efficiency of cell walls by using laccase PtoLAC14(ZH) 利用漆酶PtoLAC14调控S/G型木质素比例并提高细胞壁降解转化效率的方法,"(EN) The invention discloses a method for regulating the proportion of S/G type lignin and improving the degradation and conversion efficiency of cell walls by using laccase PtoLAC14, and belongs to the technical field of plant genetic engineering. The CDS sequence of the PtoLAC14 is shown as SEQ ID No. 1. It is discovered for the first time that the populus tomentosa PtoLAC14 can specifically regulateand control polymerization of G-type lignin monomers, and the PtoLAC14 is edited by using a CRISPR/Cas9 technology, so that transgenic plants with reduced total lignin content, reduced G-type lignincontent and increased lignin S/G ratio are obtained; the cell wall degradability of the transgenic plants is obviously improved, so that the removal cost of lignin during biological energy source production and papermaking is reduced. The invention lays a foundation for lignin genetic improvement and directed molecular breeding of plants, provides a new gene resource for plant genetic engineering,and has a wide application prospect.(ZH) 本发明公开了一种利用漆酶PtoLAC14调控S/G型木质素比例并提高细胞壁降解转化效率的方法，属于植物基因工程技术领域。所述PtoLAC14的CDS序列如SEQ ID No.1所示。本发明首次发现毛白杨PtoLAC14可以特异性调控G型木质素单体聚合，并利用CRISPR/Cas9技术对PtoLAC14进行编辑，得到木质素总含量降低、G型木质素含量降低、木质素S/G比例增加的转基因植株，且转基因植株的细胞壁可降解性显著提高，从而降低了在生物能源生产和造纸时木质素的去除成本。本发明为植物的木质素遗传改良和定向分子育种奠定了基础，为植物基因工程提供了新的基因资源，具有广泛的应用前景。",,China,02.07.2020,B,,,,,
CN371004696,202210465278,114807311,29.07.2022,"C12Q 1/6816
					






C12Q 1/6895
					






C12R 1/77
					








C12Q 1/6816
					






C12Q 1/6895
					






C12R 1/77
					






View less classifications","C12Q 1/6816
					






C12Q 1/6895
					








C12Q 1/6816
					






C12Q 1/6895
					






View less classifications",NANJING FORESTRY UNIVERSITY南京林业大学,DAI TINGTING戴婷婷CHEN ZHENPENG陈贞鹏WU CUIPING吴翠萍JIAO BINBIN焦彬彬GUO YUFANG郭玉芳XIA HONGMING夏宏明,镇江至睿专利代理事务所(普通合伙) 32529,,,(EN) CRISPR-Cas12a-based method for detecting pine canker pathogenic bacteria and application of CRISPR-Cas12a-based method(ZH) 基于CRISPR-Cas12a检测松树脂溃疡病原菌的方法及应用,"(EN) The invention discloses a CRISPR-Cas12a (clustered regularly interspaced short palindromic repeats/CRISPR-Cas12a) system-based detection method for visually detecting the pathogenic bacteria of the pine canker, which comprises the following steps of: through a target DNA (deoxyribonucleic acid) fragment amplified by recombinase polymerase, guiding the CRISPR-Cas12a system to recognize and combine an amplification product and cut target double-stranded DNA to activate a non-specific nuclease function under the mediation of a crRNA (complementary Ribonucleic Acid) sequence; then randomly cutting the single-stranded DNA fluorescent probe in the system to obtain a cracking product, and finally judging through color development detection of the cracking product. According to the detection platform, the pathogenic bacteria of the pine canker can be subjected to dual-specificity detection through recombinase polymerase amplification and crRNA recognition, the specificity and the visualization are high, the sensitivity can be as low as 1 pg.mu L <-1>, and the pathogenic bacteria of the pine canker carried on imported plants of a port can be detected and prevented immediately.(ZH) 本发明公开了一种基于CRISPR‑Cas12a体系可视化检测松树脂溃疡病病原菌(Fusarium circinatum)的检测方法，该方法通过重组酶聚合酶扩增后的目的DNA片段，再在crRNA序列介导下，引导CRISPR‑Cas12a体系对扩增产物进行识别结合并切割目标双链DNA激活非特异性核酸酶功能，然后任意切割体系中的单链DNA荧光探针得到裂解产物，最后通过裂解产物的显色检测进行判断。该检测平台通过重组酶聚合酶扩增及crRNA识别可双重特异地对松树脂溃疡病病原菌进行检测，特异性强，可视化强，且在灵敏度上可低至1 pg·μL‑1，对于港口的进境植物上携带的松树脂溃疡病病原菌实现即检即防。",,China,29.04.2022,A,105821075,,,,
CN242436818,201910151375,109735563,10.05.2019,"C12N 15/82
					






C12N 9/22
					






A01H 5/00
					






A01H 6/82
					








C12N 15/82
					






C12N 9/22
					






A01H 5/00
					






A01H 6/82
					






View less classifications",,NORTHWEST A&F UNIVERSITY西北农林科技大学,WANG XIAOFENG王晓峰LIU JIANWEI刘建伟WANG SHUFEN汪淑芬LUO BOTE罗伯特,北京方圆嘉禾知识产权代理有限公司 11385,,,(EN) Method for establishing tomato nuclear male sterile line with green stem marker(ZH) 一种带绿茎标记的番茄核雄性不育系的创建方法,"(EN) The invention discloses a method for establishing a tomato nuclear male sterile line with a green stem marker, which comprises the following steps: simultaneously editing a fertility gene SlMs1035 ina receptor tomato genome and a linked marker gene SlF3H thereof by using a CRISPR/Cas9 system so as to cause the two genes to lose functions, and the tomato material obtained with the SlMs1035 and theSlF3H simultaneously losing function through ridding the transgene structure by carrying out selfing or hybridization is the tomato nuclear male sterile line with the green stem mark; wherein the marker gene SlF3H is an anthocyanin synthesis gene. As the stem of the sterile plants is green at the seedling stage, the sterile plants can be selected before the plants blossom. The method for establishing tomato nuclear male sterile line with the green stem marker adopts a molecular design breeding method to obtain a tomato nuclear male sterile line with a non-transgenic seedling stage marker character, and can be applied to transforming a tomato hybrid female parent into a nuclear sterile line with a green stem marker for tomato seed production through hybrid.(ZH) 本发明公开了一种带绿茎标记的番茄核雄性不育系的创建方法。所述方法包括：利用CRISPR/Cas9系统对受体番茄基因组中的育性基因SlMs1035及其连锁的标记基因SlF3H同时进行编辑，使这两个基因丧失功能，通过自交或杂交剔除转基因构建，得到的SlMs1035及SlF3H同时丧失功能的番茄材料即为所述带绿茎标记的番茄核雄性不育系；其中，所述标记基因SlF3H为花青素合成基因。由于不育植株在幼苗期茎秆呈绿色，能够在植株未开花之前将不育植株挑选出来。本发明采用分子设计育种方法，获得非转基因带苗期标记性状的番茄核雄性不育系，可应用于将番茄杂交种母本改造成带绿茎标记的核不育系以应用于番茄杂交制种。",,China,28.02.2019,A,106939316,,,,
CN177033898,102016000254568,105821075,03.08.2016,"C12N 15/82
					






C12N 15/66
					








C12N 15/82
					






C12N 15/66
					






View less classifications","C12N 15/66
					






C12N 15/82
					






C12N 2800/80
					








C12N 15/66
					






C12N 15/82
					






C12N 2800/80
					






View less classifications",湖南农业大学,刘硕谦唐雨薇田娜刘丽萍王若娴梁恒,长沙正奇专利事务所有限责任公司 43113长沙正奇专利事务所有限责任公司 43113,,,(EN) Establishment method of caffeine synthetase CRISPR/Cas9 genome editing vector(ZH) 一种茶树咖啡因合成酶CRISPR/Cas9基因组编辑载体的构建方法,"(EN) The invention relates to an establishment method of a caffeine synthetase CRISPR/Cas9 genome editing vector. The method comprises the following steps: designing two target sequences T1 and T2 on the basis of tea tree caffeine synthetase genes; respectively establishing sgRNA expression cassettes of the target sequences T1 and T2; and carrying out enzyme digestion-coupling reaction on a double-element expression vector pYLCRISPR/Cas9P35S-H, the T1sgRNA expression cassette and the T2sgRNA expression cassette so that the T1sgRNA expression cassette and the T2sgRNA expression cassette are connected and inserted into the double-element expression vector, thereby obtaining the CRISPR/Cas9 genome editing vector. By taking the tea tree caffeine synthetase as the example, conventional PCR (polymerase chain reaction), Overlapping PCR and Golden Gate Cloning techniques are combined to establish the CRISPR/Cas9 gene editing vector comprising the tea tree caffeine synthetase double targets, thereby laying a solid foundation for application of the CRISPR/Cas9 gene editing technique in tea trees, and providing technical supports for the establishment of CRISPR/Cas9 gene editing vectors of other plants.(ZH) 一种茶树咖啡因合成酶CRISPR/Cas9基因组编辑载体的构建方法，是以茶树咖啡因合成酶基因为基础设计两条靶序列T1和T2；再分别构建靶序列T1和和T2的sgRNA表达盒；再将双元表达载体pYLCRISPR/Cas9P35S‑H与上述T1sgRNA表达盒及T2sgRNA表达盒进行酶切‑连接反应，使T1sgRNA表达盒与T2sgRNA表达盒连接后插入该双元表达载体中，从而获得CRISPR/Cas9基因组编辑载体。本发明以茶树咖啡因合成酶为例，联合采用常规PCR、Overlapping PCR和Golden Gate Cloning技术，构建了包含茶树咖啡因合成酶双靶点的CRISPR/Cas9基因编辑载体，为CRISPR/Cas9基因编辑技术在茶树中的应用奠定了坚实基础，同时对其它植物CRISPR/Cas9基因编辑载体的构建提供了技术支撑。",,China,22.04.2016,B,,,,,
CN202653160,102016000004499,106939316,11.07.2017,"C12N 15/82
					






A01H 5/00
					






A01H 6/46
					








C12N 15/82
					






A01H 5/00
					






A01H 6/46
					






View less classifications","C07K 14/415
					






C12N 15/8216
					






C12N 15/8261
					








C07K 14/415
					






C12N 15/8216
					






C12N 15/8261
					






View less classifications",FUDAN UNIVERSITY复旦大学,LUO XIAOJIN罗小金DONG XIANXIN董贤欣YANG JINSHUI杨金水SUN FAN孙凡JIANG LING姜玲,上海元一成知识产权代理事务所(普通合伙) 31268,,,(EN) Method for fixed point knock-out of second exon of rice OsPDCD5 gene by using CRISPR/Cas9 system(ZH) 利用CRISPR/Cas9系统定点敲除水稻OsPDCD5基因第二外显子的方法,"(EN) The invention discloses a method for fixed point knock-out of the second exon of rice OsPDCD5 gene by using a CRISPR/Cas9 system. The method comprises the following steps: selecting a target fragment in the second exon region of the rice OsPDCD5 gene, constructing a plant CRISPR/Cas9 recombinant vector, introducing the plant CRISPR/Cas9 recombinant vector to rice calluses through an Agrobacterium infection technology, carrying out regeneration to form seedlings, shearing double strands of the second exon of the OsPDCD5 gene under the combined action of guide RNA and Cas9 nuclease, and realizing random insertion or random deletion of the target gene fragment through the self DNA repairing function of cells. Nine strains with the target fragment having point mutation are obtained through a PCR amplification sequencing technology, and pass phenotype identification, so the purpose of the increase of the plant height and the yield of rice is realized. The method provides an efficient breeding way for cultivating high-yield and high-quality rice varieties.(ZH) 本发明公开了一种利用CRISPR/Cas9系统定点敲除水稻OsPDCD5基因第二外显子的方法：在水稻OsPDCD5基因第二外显子区域选取靶标片段并构建植物CRISPR/Cas9重组载体，通过农杆菌侵染方法导入到水稻愈伤并再生成苗，在向导RNA和Cas9核酸酶共同作用下，OsPDCD5基因第二外显子的双链被剪切，再通过细胞自身DNA修复功能，最终实现靶标基因片段上的随机插入或随机缺失，通过PCR扩增测序的方法，本发明共获取9株目的片段出现点突变的株系，经过表型鉴定，实现了增加水稻株高和产量的目的。本发明为培育高产优质水稻品种提供了一种高效的育种方式。",,China,05.01.2016,B,113061615,,,,
CN401501620,202310296451,116286710,23.06.2023,"C12N 9/10
					






C12N 15/54
					






C12N 15/82
					






A01H 5/04
					






A01H 5/12
					






A01H 6/82
					








C12N 9/10
					






C12N 15/54
					






C12N 15/82
					






A01H 5/04
					






A01H 5/12
					






A01H 6/82
					






View less classifications","C12N 9/1051
					






C12Y 204/01207
					






C12N 15/8261
					






C12N 15/8251
					






C12N 15/8218
					








C12N 9/1051
					






C12Y 204/01207
					






C12N 15/8261
					






C12N 15/8251
					






C12N 15/8218
					






View less classifications","CHINA TOBACCO YUNNAN INDUSTRIAL CO., LTD.云南中烟工业有限责任公司",XU LI许力XU YONG许永GAO QIAN高茜JIANG JIARUI蒋佳芮XU GUOYUN徐国云XIANG HAIYING向海英MI QILI米其利YANG WENWU杨文武LI XUEMEI李雪梅ZENG WANLI曾婉俐LI JING李晶XING JIAXIN邢佳鑫,北京维澳知识产权代理有限公司 11252,,,(EN) Tobacco xyloglucan endotransglucosylase/hydrolase protein gene NtXTH8 and application thereof(ZH) 一种烟草木葡聚糖内转葡糖基酶/水解酶蛋白基因NtXTH8及其应用,"(EN) The invention discloses a tobacco xyloglucan endoglucanase/hydrolase protein gene NtXTH8 and application thereof, the tobacco xyloglucan endoglucanase/hydrolase protein gene NtXTH8 is derived from tobacco, the nucleotide sequence of the tobacco xyloglucan endoglucanase/hydrolase protein gene NtXTH8 is shown as SEQ ID NO.1, and the tobacco xyloglucan endoglucanase/hydrolase protein gene NtXTH8 comprises 894bp basic groups. The CRISPR/Cas9 editing vector for knocking out the NtXTH8 gene is constructed through a CRISPR/Cas9 mediated gene editing technology, and an NtXTH8 gene editing mutant plant is obtained after genetic transformation. Agronomic traits of the NtXTH8 gene edited plant and a control plant are investigated in the squaring stage and the mature stage, and the agronomic traits such as the plant height, the waist leaf length and the waist leaf width in the NtXTH8 gene edited plant are measured and are all lower than those of the control plant; the arginine content is measured, and it is found that the arginine content in the gene editing plant in the mature period is remarkably lower than that in a control group.(ZH) 本发明公开了一种烟草木葡聚糖内转葡糖基酶/水解酶蛋白基因NtXTH8及其应用，该烟草木葡聚糖内转葡糖基酶/水解酶蛋白基因NtXTH8来源于烟草，其核苷酸序列如SEQ ID NO.1所示，包括894bp个碱基。本发明通过CRISPR/Cas9介导的基因编辑技术，构建了用于敲除NtXTH8基因的CRISPR/Cas9编辑载体，经遗传转化后获得了NtXTH8基因发生编辑突变体植株。在现蕾期、成熟期进行NtXTH8基因编辑植株与对照植株农艺性状调查，NtXTH8基因编辑植株中株高、腰叶长、腰叶宽等农艺性状进行测定，均低于对照；对精氨酸含量进行测定，发现成熟期基因编辑植株中精氨酸含量显著低于对照。",,China,24.03.2023,A,,,,,
CN330942577,202110363245,113061615,02.07.2021,"C12N 15/29
					






C07K 14/415
					






C12N 15/84
					






C12N 1/21
					






A01H 5/10
					






A01H 6/20
					






View more classifications
							






C12N 15/29
					






C07K 14/415
					






C12N 15/84
					






C12N 1/21
					






A01H 5/10
					






A01H 6/20
					






C12R 1/01
					






View less classifications","C07K 14/415
					






C12N 15/8218
					






C12N 15/8243
					






C12N 15/8205
					








C07K 14/415
					






C12N 15/8218
					






C12N 15/8243
					






C12N 15/8205
					






View less classifications","OIL CROPS RESEARCH INSTITUTE, CHINESE ACADEMY OF AGRICULTURAL SCIENCES中国农业科学院油料作物研究所",ZHANG YUANYUAN张园园HE YIZHOU何贻洲LIU SHENGYI刘胜毅LIU YUEYING刘越英HUANG JUNYAN黄军艳CHENG XIAOHUI程晓辉,深圳智趣知识产权代理事务所(普通合伙) 44486,,,(EN) Brassica napus BnaA06.GTR2 gene related to thioglycoside transport and application thereof(ZH) 硫苷转运相关的甘蓝型油菜BnaA06.GTR2基因及其应用,"(EN) The invention discloses a glucosinolate transport-related brassica napus BnaA06.GTR2 gene and application thereof. A plurality of copies of a glucosinolate transport gene BnGTR in allotetraploid brassica napus are edited by using a CRISPR/Cas9 gene editing technology to obtain a homozygous mutant of the BnaA06.GTR2 gene, and the total glucosinolate content in mature seeds of the BnaA06.GTR2 gene knockout mutant is remarkably reduced, which proves that the BnaA06.GTR2 gene is a key gene for regulating and controlling thioglycoside to be transferred into seeds from a synthesis part, can be used for improving the character of thioglycoside in rape seeds, provides a theoretical basis for the improvement and development of the character of low thioglycoside in brassica napus seeds, and provides a new way for rape breeding work with improvement of the character of low thioglycoside as a target.(ZH) 本发明公开了硫苷转运相关的甘蓝型油菜BnaA06.GTR2基因及其应用，利用CRISPR/Cas9基因编辑技术对异源四倍体甘蓝型油菜中硫苷转运基因BnGTR的多个拷贝进行编辑，获得了BnaA06.GTR2基因的纯合突变体，所述BnaA06.GTR2基因敲除突变体成熟种子中总硫苷含量极显著降低，证明BnaA06.GTR2基因是调控硫苷从合成部位转运到种子中的关键基因，能够用于油菜种子中硫苷性状的改良，为甘蓝型油菜种子低硫苷性状的改良开发提供了理论依据，为以低硫苷性状改良为目标的油菜育种工作提供了一种新的途径。",,China,02.04.2021,B,,,,,
CA393795561,3192195,3192195,03.03.2022,"C07K 14/195
					






C07K 14/315
					






C12N 9/22
					






C12N 15/10
					








C07K 14/195
					






C07K 14/315
					






C12N 9/22
					






C12N 15/10
					






View less classifications","C12N 9/22
					






C07K 14/315
					






C07K 2319/00
					






C07K 2319/85
					






C07K 14/195
					






C07K 2319/80
					






View more classifications
							






C12N 9/22
					






C07K 14/315
					






C07K 2319/00
					






C07K 2319/85
					






C07K 14/195
					






C07K 2319/80
					






C12N 15/102
					






C12N 2310/20
					






C12N 15/11
					






C12N 15/70
					






C12N 15/907
					






C12N 15/111
					






C12N 15/113
					






View less classifications","PAIRWISE PLANTS SERVICES, INC.","GUFFY, SHARON LEIGHWATTS, JOSEPH MATTHEW",,"63/071,734 28.08.2020 US",,(EN) ENGINEERED PROTEINS AND METHODS OF USE THEREOF(FR) PROTEINES CRISPR-CAS INGENIERISEES ET LEURS PROCEDES D'UTILISATION,"(EN) Described herein are engineered CRISPR-Cas proteins and methods of use of such proteins. In particular Type V CRISPR-Cas nucleases, like Cas12a, having a nuclease or nickase domain from a non-type V CRISPR-Cas nuclease inserted in the interdomain linker region between the Rec1 and Rec2 domains. Also described herein are complexes, compositions, and systems including engineered proteins of the present invention, each of which may be used for modifying or editing a target nucleic acid. An engineered protein of the present invention may be an enzyme and/or may be an RNA-guided DNA-binding protein.(FR) La présente invention concerne des protéines CRISPR-Cas ingéniérisées et leurs procédés d'utilisation. L'invention concerne en particulier des nucléases CRISPR-Cas de type V, telles que la nucléase Cas12a, ayant un domaine nucléase ou nickase provenant d'une nucléase CRISPR-Cas qui n'est pas de type V inséré dans la région de liaison interdomaine entre les domaines Rec1 et Rec2. L'invention concerne également des complexes, des compositions et des systèmes comprenant des protéines ingéniérisées de la présente invention, chacune desquelles pouvant être utilisée pour modifier ou éditer un acide nucléique cible. Une protéine ingéniérisée de la présente invention peut être une enzyme et/ou peut être une protéine de liaison à l'ADN guidée par ARN.",,Canada,27.08.2021,A1,113801871,,,,
CN331406512,202110487855,113073112,06.07.2021,"C12N 15/82
					






C12N 15/113
					






A01H 4/00
					






A01H 5/12
					






A01H 6/82
					








C12N 15/82
					






C12N 15/113
					






A01H 4/00
					






A01H 5/12
					






A01H 6/82
					






View less classifications","C12N 15/8218
					






C12N 15/8281
					






C12N 15/1137
					






C12N 9/1051
					






A01H 4/005
					






C12Y 204/01128
					






View more classifications
							






C12N 15/8218
					






C12N 15/8281
					






C12N 15/1137
					






C12N 9/1051
					






A01H 4/005
					






C12Y 204/01128
					






C12N 2310/20
					






View less classifications",HUAZHONG AGRICULTURAL UNIVERSITY华中农业大学,JIN SHUANGXIA金双侠ZHANG XIANLONG张献龙CAO JINGLIN曹景林SUN YIWEN孙艺文SI HUAN斯欢,北京国坤专利代理事务所(普通合伙) 11491,,,(EN) Method for mining tobacco bacterial wilt resistance gene by using plant-mediated CRISPR technology(ZH) 一种用植物介导CRISPR技术挖掘烟草青枯病抗性基因的方法,"(EN) The invention relates to the technical field of plant genetic engineering, and discloses a method for mining tobacco bacterial wilt resistance genes by using a plant-mediated CRISPR technology, which comprises the following steps: 1), 2) and 3). According to the method for mining the tobacco bacterial wilt resistance gene by using the plant-mediated CRISPR technology, an NtTOGT gene sequence is used as a target sequence to construct a CRISPR carrier, the NtTOGT gene target sequence is successfully introduced into a tobacco variety rock tobacco 97 by using an agrobacterium-mediated genetic transformation method to obtain an NtTOGT gene editing mutant material, the transgenic tobacco is placed in a greenhouse, the mutant material is detected by using a high-throughput detection method to obtain a gene editing condition, a strain with a relatively high editing rate is subjected to an inoculation test; an inoculation test result shows that tobacco subjected to gene editing can cause down-regulation of the expression quantity of the NtTOGT gene, so that the bacterial wilt resistance of a tobacco plant is influenced, the disease resistance of the plant is reduced, and the result shows that the NtTOGT gene is possibly related to the bacterial wilt resistance of the tobacco.(ZH) 本发明涉及植物基因工程技术领域，且公开了一种用植物介导CRISPR技术挖掘烟草青枯病抗性基因的方法，包括以下步骤：1)、2)和3)。该用植物介导CRISPR技术挖掘烟草青枯病抗性基因的方法，以NtTOGT基因序列作为靶序列构建了CRISPR载体，利用农杆菌介导的遗传转化方法将所述的NtTOGT基因靶标序列成功导入烟草品种岩烟97中，得到了NtTOGT基因编辑突变体材料，将该转基因烟草于温室中，用高通量的检测方法对突变体材料进行检测获得基因编辑情况，针对编辑率较高的株系进行接菌试验，通过接菌实验结果，表明经过基因编辑的烟草可以导致NtTOGT基因的表达量下调，进而影响烟草植株抗青枯病的能力，导致植株抗病性降低，说明NtTOGT基因可能与烟草抗青枯病相关。",,China,30.04.2021,A,,,,,
