Application Id,Application Number,Office,Application Date_page,Publication Number,Publication Date,Grant Number,Grant Date,Publication Kind,Applicants,IPC_page,CPC,Inventors,Agents,Title_page,Abstract,Priority Data,Related Patent Documents,International Application No.,International Filing Date,Publication Language,Filing Language,Designated States,Chapter 2 Demand Filed,FI,F-term,Address Picture,International Application Number,Link,Application Date_list,Country,Title_list,IPC_list,latitude,longitude,city_name,country_name,state_name,applicant_city_name,applicant_state_name,applicant_country_name,crop
CN401498794,202310055268,China,04.02.2023,116286893,23.06.2023,,,A,Huazhong Agricultural University,"C12N 15/54
					






C12N 9/10
					






C12N 15/84
					






C12N 15/113
					






A01H 5/00
					






A01H 6/46
					








C12N 15/54
					






C12N 9/10
					






C12N 15/84
					






C12N 15/113
					






A01H 5/00
					






A01H 6/46
					






View less classifications","C12N 9/104
					






C12N 15/8261
					






Y02A 40/146
					








C12N 9/104
					






C12N 15/8261
					






Y02A 40/146
					






View less classifications",Hu Honghong胡红红Yue Zhichuang岳志闯Wang Zhipeng汪志鹏,武汉宇晨专利事务所(普通合伙) 42001,(EN) Application of rice gene OsNAL12 in regulation and control of rice grain shape and improvement of thousand grain weight(ZH) 水稻基因OsNAL12在调控水稻粒形和提高千粒重中的应用,"(EN) The invention belongs to the field of plant genetic engineering, and particularly relates to application of a rice gene in regulation and control of rice grain shape and improvement of thousand grain weight. According to the invention, a gene capable of increasing the width of rice flag leaves and promoting large deformation of rice grains is obtained through genome-wide association analysis, cloning and screening. CRISPR (clustered regularly interspaced short palindromic repeats) knockout identification is carried out on the candidate gene of the leaf width character to obtain the gene OsNAL12 capable of regulating and controlling the leaf shape and the grain shape of the rice, phenotype identification is carried out on a mutant and an over-expression material, and the results show that the deletion of the OsNAL12 can lead to narrowing of flag leaves, seed reduction and thousand grain weight reduction, and the over-expression of the OsNAL12 can lead to widening of flag leaves, seed enlargement and thousand grain weight increase of the rice; the function and application approach of the gene in regulation and control of rice grain shape and improvement of thousand grain weight are proved. The nucleotide sequence of the gene is as shown in SEQ ID NO: 1, the protein coded by the gene is as shown in SEQ ID NO: 2, and the promoter sequence is as shown in SEQ ID NO: 3.(ZH) 本发明属于植物基因工程领域，具体涉及一个水稻基因在调控水稻粒形和提高千粒重中的应用。本发明通过全基因组关联分析克隆筛选得到一个能增加水稻剑叶宽度和促进水稻粒形变大的基因。对叶宽性状候选基因进行CRISPR敲除鉴定,得到能调控水稻叶形和粒形的基因OsNAL12,对突变体和超表达材料进行表型鉴定，表明缺失OsNAL12可导致剑叶变窄、种子变小和千粒重减少，超表达OsNAL12可导致水稻剑叶变宽、种子变大和千粒重增加，证明该基因在调控水稻粒形和提高千粒重中的功能和应用途径。该基因的核苷酸序列如SEQ IDNO:1所示，该基因编码的蛋白质如SEQ ID NO:2所示，启动子序列如SEQ ID NO:3所示。",,,,,,,,,,,,,,,,,,30.475126,114.353035,,,,Wu Han Shi,Hu Bei Sheng,China,Rice
CN405758650,202310798261,China,03.07.2023,116555301,08.08.2023,116555301,22.09.2023,B,China Agricultural University,"C12N 15/54
					






C12N 15/82
					






A01H 5/00
					






A01H 6/82
					








C12N 15/54
					






C12N 15/82
					






A01H 5/00
					






A01H 6/82
					






View less classifications","C12N 9/1085
					






C12Y 205/01006
					






C12N 15/8261
					








C12N 9/1085
					






C12Y 205/01006
					






C12N 15/8261
					






View less classifications",Zhang Wenna张文娜Liu Zixi刘梓溪Chen Ying陈颖,北京卫平智业专利代理事务所(普通合伙) 11392,(EN) SlMETS1 gene and application thereof in regulation and control of tomato growth and development(ZH) 一种SlMETS1基因及其在调控番茄生长发育中的应用,"(EN) The invention provides an SlMETS1 gene and application of the SlMETS1 gene in regulation and control of tomato growth and development. The SlMETS1 gene provided by the invention has the function of regulating and controlling the growth and development of tomatoes. The SlMETS1 gene knockout tomato is obtained by using a CRISPR/Cas9 gene editing technology, the single seed weight of the tomato is remarkably increased, the germination potential is remarkably reduced, the cotyledon length is remarkably shortened, the fertility is remarkably reduced, the stylus length is remarkably shortened, and the pollen viability is remarkably reduced. The new function of SlMETS1 found in the invention has good application potential, and provides gene resources and new thoughts for researching plant growth and development; the obtained SlMETS1 gene knockout tomato (mets mutant) is beneficial to omission of an emasculation step during crossbreeding, and has wide application prospects and relatively high use values.(ZH) 本发明提供了一种SlMETS1基因及其在调控番茄生长发育中的应用。本发明提供的SlMETS1基因具有调控番茄生长发育的功能。使用CRISPR/Cas9基因编辑技术获得了SlMETS1基因敲除番茄，其种子单粒重显著上升、发芽势显著下降、子叶长度显著变短、育性显著下降、花柱长度显著缩短、花粉活力显著下降。本发明发现的SlMETS1的新功能具有较好的应用潜力，为研究植物生长发育提供了基因资源和新思路；得到的SlMETS1基因敲除番茄（mets突变体）有利于杂交育种时免去去雄步骤，具有广泛的应用前景和较高的使用价值。",,,,,,,,,,,,,,,,,,40.004202,116.352988,,,,,Bei Jing Shi,China,Tomatoes
CN312389439,202010876337,China,27.08.2020,111961679,20.11.2020,111961679,10.11.2023,B,Micolta Bioresource Inc.湖南美可达生物资源股份有限公司,"C12N 15/53
					






C12N 15/10
					






C12N 9/02
					






C12N 15/82
					






A01H 5/00
					






A01H 6/64
					








C12N 15/53
					






C12N 15/10
					






C12N 9/02
					






C12N 15/82
					






A01H 5/00
					






A01H 6/64
					






View less classifications","C12N 9/001
					






C12N 15/10
					






C12N 15/8218
					






C12N 15/8213
					






C12N 15/825
					






C12Y 103/99029
					






View more classifications
							






C12N 9/001
					






C12N 15/10
					






C12N 15/8218
					






C12N 15/8213
					






C12N 15/825
					






C12Y 103/99029
					






Y02A 50/30
					






View less classifications",Zeng Jianguo曾建国Sun Mengshan孙梦姗Huang Peng黄鹏,长沙楚为知识产权代理事务所(普通合伙) 43217,(EN) Nucleotide sequence and application of macleaya cordata phytoene desaturase gene(ZH) 博落回八氢番茄红素脱氢酶基因的核苷酸序列及应用,"(EN) The invention provides a nucleotide sequence and application of a macleaya cordata phytoene desaturase gene. The nucleotide sequence of macleaya cordata phytoene desaturase is as shown in SEQ ID NO.1.The invention also provides an amino acid sequence of the macleaya cordata phytoene desaturase, and the amino acid sequence is as shown in SEQ ID NO.2. Through primer design and PCR amplification, the macleaya cordata phytoene desaturase gene is obtained method, the gene is applied to a macleaya cordata gene construction system based on CRISPR/Cas9, gene editing is achieved in macleaya cordata plant for the first time, and a powerful way is provided for functional gene mining, germplasm innovation and the like in macleaya cordata.(ZH) 本发明提供一种博落回八氢番茄红素脱氢酶基因的核苷酸序列及应用，所述博落回八氢番茄红素脱氢酶的核苷酸序列如SEQ ID NO.1所示，本发明还提供了一种博落回八氢番茄红素脱氢酶的氨基酸序列，所述氨基酸序列如SEQ ID NO.2所示。通过引物设计及PCR扩增的方法获得了博落回八氢番茄红素脱氢酶基因，并将其应用于基于CRISPR/Cas9的博落回基因的构建体系，为首次在博落回植物中实现基因编辑，为博落回中功能基因挖掘、种质创新等提供有力途径。",,,,,,,,,,,,,,,,,,28.227649,113.406306,,,,Changsha,Hunan,China,Other plants
CN413692917,202311160993,China,11.09.2023,116970625,31.10.2023,,,A,Yang Caixia杨彩霞,"C12N 15/53
					






C12N 9/02
					






C12N 15/84
					






A01H 5/00
					






A01H 6/56
					








C12N 15/53
					






C12N 9/02
					






C12N 15/84
					






A01H 5/00
					






A01H 6/56
					






View less classifications","C12N 9/0073
					






C12N 15/8205
					






C12N 15/8251
					






C12Y 114/13008
					








C12N 9/0073
					






C12N 15/8205
					






C12N 15/8251
					






C12Y 114/13008
					






View less classifications",Yang Caixia杨彩霞,北京图亿天下专利代理有限公司 11974,(EN) Function identification and application of garlic AsFMO1 gene(ZH) 一种大蒜AsFMO1基因的功能鉴定与应用,"(EN) The invention discloses a key gene AsFMO1 participating in garlic alliin biosynthesis and functional identification and application thereof, and belongs to the technical field of plant biology. The invention provides a garlic genetic transformation method. AsFMO1 gene overexpression and CRISPR (clustered regularly interspaced short palindromic repeats)/Cas9 gene editing technologies are used for verifying that the AsFMO1 gene is a key gene for biosynthesis of garlic alliin. The obtained high-alliin transgenic garlic makes a certain contribution to garlic breeding work and application of alliin as a medical intermediate, and has a certain practical application value.(ZH) 本发明公开了参与大蒜蒜氨酸生物合成的关键基因AsFMO1及其功能鉴定和应用，属于植物生物技术领域。本发明提供一种大蒜遗传转化方法并通过AsFMO1基因过表达和CRISPR/Cas9基因编辑技术验证了AsFMO1基因为大蒜蒜氨酸生物合成的关键基因。获得的高蒜氨酸的转基因大蒜，为大蒜育种工作和蒜氨酸作为医药中间体的应用做出一定的贡献，具有一定的实际应用价值。",,,,,,,,,,,,,,,,,,40.7458918,-73.9869224,,,,New York,New York,United States,Garlic
CN413697852,202310810474,China,03.07.2023,116970638,31.10.2023,,,A,"Henan Agricultural University河南农业大学Henan Qidu Agricultural Technology Co., Ltd.河南七度农业科技有限公司","C12N 15/82
					






C12N 15/29
					






C12N 15/113
					






C12N 15/55
					






A01H 5/08
					






A01H 6/82
					








C12N 15/82
					






C12N 15/29
					






C12N 15/113
					






C12N 15/55
					






A01H 5/08
					






A01H 6/82
					






View less classifications","C12N 15/8218
					






C12N 15/8261
					






C12N 15/113
					






C12N 9/22
					






C07K 14/415
					






C12N 2310/20
					








C12N 15/8218
					






C12N 15/8261
					






C12N 15/113
					






C12N 9/22
					






C07K 14/415
					






C12N 2310/20
					






View less classifications",Li Ying李营Li Jisuo李纪锁Li Lili李丽丽Jia Zhiqi贾芝琪Li Guowen李国文Gao Yanna高艳娜Zhang Shiwen张世文An Guanghui安光辉Hu Jianbin胡建斌Zhang Yongxin张泳鑫Sun Shouru孙守如Li Jide李继德,北京华际知识产权代理有限公司 11676,(EN) Application of knockout tomato SlZF3 gene in improvement of tomato yield(ZH) 敲除番茄SlZF3基因在提高番茄产量中的应用,"(EN) The invention discloses application of expression of knockout tomato SlZF3 gene in improvement of tomato yield. The nucleotide sequence of the SlZF3 gene is shown as SEQ ID NO. 1. A tomato SlZF3 gene knockout vector based on a CRISPR/Cas9 technology is constructed by taking a tomato as a research object, and phenotype identification on two mutant strains finds that the knockout of the gene can cause the increase of the number of tomato fruits and the increase of the yield of a single plant; the invention provides a gene resource for tomato high-yield molecular breeding.(ZH) 本发明公开了一种敲除番茄SlZF3基因的表达在提高番茄产量中的应用，所述SlZF3基因的核苷酸序列如SEQ ID NO.1所示。本发明以番茄为研究对象，构建了基于CRISPR/Cas9技术的番茄SlZF3基因敲除载体，通过对两个突变株系的表型鉴定，发现该基因的敲除会导致番茄果实的数量以及单株产量提高；该发明为番茄高产分子育种提供基因资源。",,,,,,,,,,,,,,,,,,34.7854718,113.6632032,,,,Zheng Zhou Shi,He Nan Sheng,China,Tomatoes
CN334788501,202010083920,China,10.02.2020,113249400,13.08.2021,113249400,06.12.2024,B,Cas Center For Excellence In Molecular Plant Sciences中国科学院分子植物科学卓越创新中心,"C12N 15/70
					






C12N 15/90
					






C12N 15/67
					






C12N 15/53
					








C12N 15/70
					






C12N 15/90
					






C12N 15/67
					






C12N 15/53
					






View less classifications","C12N 15/70
					






C12N 15/902
					






C12N 15/67
					






C12N 9/0006
					






C12Y 101/01047
					








C12N 15/70
					






C12N 15/902
					






C12N 15/67
					






C12N 9/0006
					






C12Y 101/01047
					






View less classifications",Yang Sheng杨晟Zhang Yiwen张译文Yang Junjie杨俊杰Jiang Yu蒋宇,上海申浩律师事务所 31280,(EN) Method for rapid multi-copy integration of target gene in bacterial chromosome(ZH) 一种在细菌染色体中快速多拷贝整合目的基因的方法,"(EN) The invention discloses a method for rapid multi-copy integration of a target gene in a bacterial chromosome, which comprises the following steps: for a CRISPR-Cas related transposition system INTEGRATE system or CAST system, modifying a crRNA sequence of a single site of a targeted genome in a crRNA expression plasmid, so that the modified crRNA or crRNA array targets a multi-copy sequence or a plurality of sites in the genome, a target gene is guided to be inserted into the sites, so that multi-copy insertion of the target gene on the bacterial chromosome is realized. According to the method, the target gene can be quickly and editably inserted into the expected site of the genome without residual resistance markers, multi-copy insertion of the target gene on the bacterial chromosome is realized, and the method has a wide industrial application prospect.(ZH) 本发明公开了一种在细菌染色体中快速多拷贝整合目的基因的方法，包括：对于CRISPR‑Cas相关的转座系统INTEGRATE系统或者CAST系统，改造其crRNA表达质粒中靶向基因组单一位点的crRNA序列，使改造后的crRNA或crRNA阵列靶向基因组中多拷贝序列或者多个位点，引导目的基因插入这些位点，实现目的基因在细菌染色体上多拷贝插入。该方法可以无残留抗性标记、快速、可编辑的将目的基因插入基因组预期位点，实现细菌染色体上的目的基因多拷贝插入，具有广阔工业应用前景。",,,,,,,,,,,,,,,,,,31.1622842,121.4068946,,,,,Shang Hai Shi,China,Crop plants
CN430079182,202410285789,China,13.03.2024,118048391,17.05.2024,118048391,07.02.2025,B,Zhejiang University,"C12N 15/82
					






C07K 14/415
					






C12N 15/29
					






A01H 6/46
					






A01H 5/00
					








C12N 15/82
					






C07K 14/415
					






C12N 15/29
					






A01H 6/46
					






A01H 5/00
					






View less classifications","C12N 15/8271
					






C12N 15/8218
					






C07K 14/415
					








C12N 15/8271
					






C12N 15/8218
					






C07K 14/415
					






View less classifications",Liu Jianxiang刘建祥Lu Haiping芦海平Liu Xuehuan刘学欢,杭州求是专利事务所有限公司 33200,(EN) Application of genes NAT1 and bHLH110 in improving high-temperature resistance of rice(ZH) 基因NAT1和bHLH110在提高水稻高温抗性中应用,"(EN) The invention discloses application of genes NAT1 and bHLH110 in improvement of high-temperature resistance of rice. A high-temperature resistance improved rice material is obtained through a gene editing technology. The base sequence of the rice gene NAT1 is as shown in SEQ ID NO. 1, and the base sequence of the gene bHLH110 is as shown in SEQ ID NO. 4. The method comprises the following steps: replacing, deleting or inserting a base of a rice gene NAT1 of rice through a gene editing technology to relieve inhibition on a rice gene bHLH110, and promoting the expression of wax synthesis genes CER1 and CER1L by the rice gene bHLH110 to enhance the high-temperature resistance of a plant, so as to prepare a rice material with enhanced high-temperature resistance. The NAT1 mutant rice material Nipponbare obtained by utilizing a CRISPR-Cas9 gene editing technology is remarkably enhanced in high-temperature resistance, and the survival rate in the seedling stage and the agronomic traits in the reproductive stage are improved.(ZH) 本发明公开了一种基因NAT1和bHLH110在提高水稻高温抗性中应用，通过基因编辑技术获得高温抗性提高水稻材料。水稻基因NAT1的碱基序列如SEQ ID NO.1所示，基因bHLH110的碱基序列如SEQ ID NO.4所示。通过基因编辑技术对水稻的水稻基因NAT1的碱基替换、缺失或插入碱基，解除对水稻的基因bHLH110的抑制，水稻的基因bHLH110促进蜡质合成基因CER1及CER1L表达使植株高温抗性增强，制备高温抗性增强的水稻材料。本发明利用CRISPR‑Cas9基因编辑技术获得的NAT1突变体水稻材料日本晴在高温抗性方面显著增强，包括幼苗期存活率及生殖期农艺性状提高。",,,,,,,,,,,,,,,,,,30.3086844,120.0864995,,,,Hang Zhou Shi,Zhe Jiang Sheng,China,Rice
CN440612936,202410628146,China,21.05.2024,118685419,24.09.2024,,,A,"Southwest University西南大学Guangxi Tianyang Jiadele Agricultural Development Co., Ltd.广西田阳家得乐农业开发有限公司","C12N 15/29
					






C12N 15/82
					






A01H 5/00
					






A01H 6/82
					








C12N 15/29
					






C12N 15/82
					






A01H 5/00
					






A01H 6/82
					






View less classifications","C07K 14/415
					






C12N 15/8273
					






C12N 15/8283
					






C12N 15/8261
					








C07K 14/415
					






C12N 15/8273
					






C12N 15/8283
					






C12N 15/8261
					






View less classifications",Li Jinhua李金华Liang Yan梁艳Zhao Hanling赵汉玲Su Nini苏妮妮Lee Won-Ho李源浩Hou Huifang候慧芳Xi Peng习鹏Huang Siyuan黄思远Pan Huazhi潘华志,北京智为时代知识产权代理事务所(普通合伙) 11498北京智为时代知识产权代理事务所(普通合伙) 11498,"(EN) Application of CMT3 gene knockout tomato rootstock in improvement of tomato biomass, drought resistance and TYLCV resistance(ZH) CMT3基因敲除的番茄砧木在提高番茄生物量、抗旱性和TYLCV抗性中的应用","(EN) The invention belongs to the field of plant molecular biology, and particularly relates to application of a CMT3 gene knockout tomato rootstock to improvement of tomato biomass, drought resistance and TYLCV resistance. According to the method, CRISPR/Cas9 gene editing CMT3 (CHROMOMETHYLASE3) is utilized to create an excellent gene editing stock, and then grafting is performed by using conventional tomato quality to obtain grafted offspring with improved growth vigor and enhanced stress resistance, so that reference is provided for tomato epigenetic improvement.(ZH) 本发明属于植物分子生物学领域，具体涉及CMT3基因敲除的番茄砧木在提高番茄生物量、抗旱性和TYLCV抗性中的应用。本发明利用CRISPR/Cas9基因编辑CMT3(CHROMOMETHYLASE3)创制优良的基因编辑砧木，随后用常规番茄品质进行嫁接得到生长势提高、抗逆性增强的嫁接后代，从而为番茄表观遗传改良提供参考。",,,,,,,,,,,,,,,,,,22.79123,108.16601,,,,Nanning,Guangxi,China,Tomatoes
AU378724233,2022100158,Australia,04.11.2022,2022100158,17.11.2022,,,A4,Basf Plant Science Company Gmbh,"C12N 9/22
					






C12N 15/90
					








C12N 9/22
					






C12N 15/90
					






View less classifications","C12N 15/102
					






C12N 15/111
					






C12N 15/902
					






C12N 15/905
					






C12N 15/907
					






C12N 2310/20
					






View more classifications
							






C12N 15/102
					






C12N 15/111
					






C12N 15/902
					






C12N 15/905
					






C12N 15/907
					






C12N 2310/20
					






C12N 15/113
					






C12N 9/22
					






C12N 15/11
					






C12N 15/70
					






C12N 15/75
					






C12N 15/81
					






C12N 15/8274
					






C12N 15/8509
					






View less classifications","De Pinho Barroco, Rosade Wilde, Chrisfelle, Max Fabianmcelver, John A.Neuteboom, Leendert W.",Griffith Hack,(EN) Improved methods for modification of target nucleic acids,"(EN) Methods for modification of target nucleic acids. The method involves a construct in which guide RNA is covalently linked to donor RNA (fusion NA) to be introduced into the target nucleic acid by homologous recombination and is based on the introduction of a nuclease, e.g. CRISPR or TALEN, into the cell containing the target nucleic acid. The fusion NA may be introduced as a DNA vector. Figure 1
Site directed nucleic acid
modifying polypeptide",16167773.7 29.04.2016 EP16167774.5 29.04.2016 EP17156018.8 14.02.2017 EP,,,,,,,,,,,,https://patentscope.wipo.int/search/en/detail.jsf?docId=AU378724233,04.11.2022,Australia,Improved methods for modification of target nucleic acids,C12N 9/22; C12N 15/90,40.7773301,-74.4269912,,,,Florham Park,New Jersey,United States,Crop plants
CL250858856,2018003074,Chile,29.10.2018,2018003074,07.12.2018,,,A1,Basf Plant Science Company Gmbh,"C12N 9/22
					






C12N 15/90
					








C12N 9/22
					






C12N 15/90
					






View less classifications","C12N 15/102
					






C12N 15/111
					






C12N 15/902
					






C12N 15/905
					






C12N 15/907
					






C12N 2310/20
					






View more classifications
							






C12N 15/102
					






C12N 15/111
					






C12N 15/902
					






C12N 15/905
					






C12N 15/907
					






C12N 2310/20
					






C12N 15/113
					






C12N 9/22
					






C12N 15/11
					






C12N 15/70
					






C12N 15/75
					






C12N 15/81
					






C12N 15/8274
					






C12N 15/8509
					






View less classifications","Neuteboom, Leendert Wmcelver, John Ade Pinho Barroco, Rosade Wilde, Chrisfelle, Max Fabian",ESTUDIO CAREY LTDA.,"(ES) Métodos para la modificación de una molécula de ácido nucleico diana en una célula, molécula de fusión recombinante, vector que la comprende, y su uso para la modificación de un polinucleótido diana en células.","(ES) Métodos para la modificación de ácidos nucleicos diana. el método implica un constructo en donde el arn guía está ligado de manera covalente al arn donante (na de fusión) que se debe introducir en el ácido nucleico diana mediante recombinación homóloga y se basa en la introducción de una nucleasa, por ejemplo, crispr o talen, en la célula que contiene el ácido nucleico diana. el na de fusión se puede introducir como un vector de adn.",16167773.7 29.04.2016 EP16167774.5 29.04.2016 EP17156018.8 14.02.2017 EP,,,,,,,,,,,,https://patentscope.wipo.int/search/en/detail.jsf?docId=CL250858856,29.10.2018,Chile,"Métodos para la modificación de una molécula de ácido nucleico diana en una célula, molécula de fusión recombinante, vector que la comprende, y su uso para la modificación de un polinucleótido diana en células.",C12N 9/22; C12N 15/90,40.7773301,-74.4269912,,,,Florham Park,New Jersey,United States,Crop plants
US231859068,15524672,United States of America,09.11.2015,20180298392,18.10.2018,11680268,20.06.2023,B2,"Editas Medicine, Inc.","C12N 15/64
					






C12N 15/10
					






C12N 9/12
					








C12N 15/64
					






C12N 15/10
					






C12N 9/12
					






View less classifications","C12N 9/1241
					






C12N 15/64
					






C12N 15/102
					






C12N 2310/122
					






C12N 2310/20
					








C12N 9/1241
					






C12N 15/64
					






C12N 15/102
					






C12N 2310/122
					






C12N 2310/20
					






View less classifications",Cecilia Cotta-Ramusino,"McCarter & English, LLPMaria Laccotripe ZacharakisMarcie B. Clarke",(EN) Methods for improving CRISPR/Cas-mediated genome-editing,"(EN) 
This application provides improved methods of editing the genome of a target cell. Cas9 molecules can be used to create a break in a genomic region of interest. To increase the likelihood that the break is repaired by homology-directed repair (HDR), the cell can be contacted with an HDR-enhancer. The cell may be, e.g., a human cell, a non-human animal cell, a bacterial cell, or a plant cell.","AU2015342749

EP3215617

WO/2016/073990

EP4464338

CA2963820

AU2022202645

US20230365980",,,,,,,,,,,,https://patentscope.wipo.int/search/en/detail.jsf?docId=US231859068,09.11.2015,United States,Methods for improving CRISPR/Cas-mediated genome-editing,C12N 15/64; C12N 15/10; C12N 9/12,42.36844881,-71.07831519,Cambridge,United States,Massachusetts,,,,Crop plants
US414436101,18138988,United States of America,25.04.2023,20230365980,16.11.2023,,,A1,"Editas Medicine, Inc.","C12N 15/64
					






C12N 15/10
					






C12N 9/12
					








C12N 15/64
					






C12N 15/10
					






C12N 9/12
					






View less classifications","C12N 15/102
					






C12N 15/64
					






C12N 9/1241
					






C12N 2310/20
					






C12N 2310/122
					








C12N 15/102
					






C12N 15/64
					






C12N 9/1241
					






C12N 2310/20
					






C12N 2310/122
					






View less classifications",Cecilia Cotta-Ramusino,,(EN) METHODS FOR IMPROVING CRISPR/CAS-MEDIATED GENOME-EDITING,"(EN) 
This application provides improved methods of editing the genome of a target cell. Cas9 molecules can be used to create a break in a genomic region of interest. To increase the likelihood that the break is repaired by homology-directed repair (HDR), the cell can be contacted with an HDR-enhancer. The cell may be, e.g., a human cell, a non-human animal cell, a bacterial cell, or a plant cell.","AU2015342749

EP3215617

US20180298392

WO/2016/073990

EP4464338

CA2963820

AU2022202645",,,,,,,,,,,,https://patentscope.wipo.int/search/en/detail.jsf?docId=US414436101,25.04.2023,United States,METHODS FOR IMPROVING CRISPR/CAS-MEDIATED GENOME-EDITING,C12N 15/64; C12N 15/10; C12N 9/12,42.36844881,-71.07831519,Cambridge,United States,Massachusetts,,,,Crop plants
AU198163511,2015342749,Australia,09.11.2015,2015342749,12.05.2016,,,B2,"Editas Medicine, Inc.","C12N 15/10
					








C12N 15/10
					






View less classifications","C12N 15/102
					






C12N 9/1241
					






C12N 2310/20
					






C12N 15/64
					






C12N 2310/122
					








C12N 15/102
					






C12N 9/1241
					






C12N 2310/20
					






C12N 15/64
					






C12N 2310/122
					






View less classifications","Cotta-Ramusino, Cecilia",Davies Collison Cave Pty Ltd,(EN) Methods for improving CRISPR/Cas-mediated genome-editing,"(EN) This application provides improved methods of editing the genome of a target cell. Cas9 molecules can be used to create a break in a genomic region of interest. To increase the likelihood that the break is repaired by homology-directed repair (HDR), the cell can be contacted with an HDR-enhancer. The cell may be, e.g., a human cell, a no n- human animal cell, a bacterial cell, or a plant cell.","62/077,084 07.11.2014 US62/232,683 25.09.2015 US",,,,,,,,,,,,https://patentscope.wipo.int/search/en/detail.jsf?docId=AU198163511,09.11.2015,Australia,Methods for improving CRISPR/Cas-mediated genome-editing,C12N 15/10,42.36844881,-71.07831519,Cambridge,United States,Massachusetts,,,,Crop plants
AU360627791,2022202645,Australia,21.04.2022,2022202645,12.05.2022,,,A1,"Editas Medicine,Inc.","C12N 15/10
					








C12N 15/10
					






View less classifications","C12N 15/102
					






C12N 9/1241
					






C12N 2310/20
					






C12N 15/64
					






C12N 2310/122
					








C12N 15/102
					






C12N 9/1241
					






C12N 2310/20
					






C12N 15/64
					






C12N 2310/122
					






View less classifications","Cotta-Ramusino, Cecilia",Davies Collison Cave Pty Ltd,(EN) Methods for improving crispr/cas-mediated genome-editing,"(EN) This application provides improved methods of editing the genome of a target cell. Cas9 molecules can be used to create a break in a genomic region of interest. To increase the likelihood that the break is repaired by homology-directed repair (HDR), the cell can be contacted with an HDR-enhancer. The cell may be, e.g., a human cell, a non-human animal cell, a bacterial cell, or a plant cell.","62/077,084 07.11.2014 US62/232,683 25.09.2015 US",,,,,,,,,,,,https://patentscope.wipo.int/search/en/detail.jsf?docId=AU360627791,21.04.2022,Australia,Methods for improving crispr/cas-mediated genome-editing,C12N 15/10,42.36844881,-71.07831519,Cambridge,United States,Massachusetts,,,,Crop plants
US375618627,17618926,United States of America,17.07.2020,20220307006,29.09.2022,,,A1,"Pioneer Hi-Bred International, Inc.","C12N 15/10
					






C12N 15/82
					








C12N 15/10
					






C12N 15/82
					






View less classifications","C12N 15/8213
					






C12N 15/102
					






C12N 15/1096
					






C12N 2510/00
					








C12N 15/8213
					






C12N 15/102
					






C12N 15/1096
					






C12N 2510/00
					






View less classifications",Amit Dassatish Kanugantiamitabh Mohantysergei Svitashevvenkata S. Tavva,,(EN) DONOR DESIGN STRATEGY FOR CRISPR-CAS9 GENOME EDITING,"(EN) 
Methods and compositions are provided for the improvement of homology-directed repair of a double strand break in a plant cell, using concatemers of heterologous polynucleotides that are flanked by sequences capable of sequence hybridization with a guide RNA. In some aspects, the double strand break is created by an RNA-guided Cas endonuclease. The homology-directed repair of the double-strand break may include incorporation of a heterologous polynucleotide, for example a gene encoding a trait of agronomic importance. The homology-directed repair of the double-strand break may occur as a result of template-directed repair using a heterologous polynucleotide as a repair template.","WO/2021/016098

CA3143016

CN114072498

BR112022001230

EP4004198

IN202217001543",,,,,,,,,,,,https://patentscope.wipo.int/search/en/detail.jsf?docId=US375618627,17.07.2020,United States,DONOR DESIGN STRATEGY FOR CRISPR-CAS9 GENOME EDITING,C12N 15/10; C12N 15/82,40.1631226,-76.6461019,,,,Elizabethtown,Pennsylvania,United States,Crop plants
US428686324,18487025,United States of America,13.10.2023,20240150740,09.05.2024,,,A1,Keygene N.V.,"C12N 9/22
					






C12N 15/74
					






C12N 15/82
					






C12N 15/86
					








C12N 9/22
					






C12N 15/74
					






C12N 15/82
					






C12N 15/86
					






View less classifications","C12N 15/743
					






C12N 9/22
					






C12N 15/8229
					






C12N 15/86
					






C12N 2310/20
					






C12N 2770/00043
					








C12N 15/743
					






C12N 9/22
					






C12N 15/8229
					






C12N 15/86
					






C12N 2310/20
					






C12N 2770/00043
					






View less classifications",Julia Johanna Windbjorn Alexander Kloostermanfranck Georges Paul Lhuissier,,(EN) MOBILE ENDONUCLEASES FOR HERITABLE MUTATIONS,"(EN) 
The invention concerns the targeted genomic modification of a plant cell, preferably a meristem cell. More in particular, the invention pertains to a vector expressing a coding RNA, wherein the coding RNA comprises a sequence encoding a CRISPR-nuclease and a mobile element, wherein the mobile element enables intercellular translocation of the coding RNA, preferably intercellular translocation to a meristem cell. The invention further concerns an editing RNA comprising the coding RNA and further comprising a guide RNA.",21168638.1 15.04.2021 EP,,,,,,,,,,,,https://patentscope.wipo.int/search/en/detail.jsf?docId=US428686324,13.10.2023,United States,MOBILE ENDONUCLEASES FOR HERITABLE MUTATIONS,C12N 9/22; C12N 15/74; C12N 15/82; C12N 15/86,51.9763484,5.6461028,,,,Wageningen,Gelderland,Netherlands,Crop plants
